ZipCode,Pop25YAO,LessThan9th25YAO,9To12NoDip25YAO,HSGrad25YAO,AssocDeg25YAO,BachDeg25YAO,GradOrProfDeg25YAO,HSGradOrHigher25YAO
11358,28220,2479,2355,7292,3331,5226,3545,23386
11359,0,0,0,0,0,0,0,0
11360,15371,607,494,2684,1094,4591,3648,14270
11361,20576,1399,1232,4350,1859,5057,3511,17945
11362,14534,832,626,3189,1192,3413,2895,13076
11363,5281,97,111,1154,360,1581,1303,5073
11364,27326,1561,1327,6354,2560,7060,4794,24438
11365,32031,2237,1928,8033,2976,7219,4666,27866
11366,10149,544,681,2188,923,2752,1759,8924
11367,27838,2615,1677,7420,2160,5979,4268,23546
11368,71881,19575,7184,23062,4436,6742,2185,45122
11369,23737,3684,2051,9574,1694,2720,1354,18002
11370,23520,2629,3795,7856,1375,3325,1890,17096
11371,0,0,0,0,0,0,0,0
11372,47200,6251,4484,13739,3605,8640,5289,36465
11373,67864,11803,5035,22032,3788,12905,4996,51026
11374,33846,1906,1425,6669,2726,9996,7057,30515
11375,56889,2029,1564,8553,3396,18061,16747,53296
11377,65644,7898,6912,21150,4679,13280,5536,50834
11378,25827,1879,1634,8680,2339,4923,2392,22314
11379,28002,1889,1670,8279,2260,5837,3485,24443
11385,73483,7339,5190,23446,5254,12808,6769,60954
11411,15210,575,661,4074,1581,2951,1859,13974
11412,25970,1493,1594,8381,2341,3772,2412,22883
11413,29425,1411,1869,8580,2970,4953,2816,26145
11414,21607,1248,1745,6752,2159,3828,2206,18614
11415,14177,510,646,2676,1346,3914,2735,13021
11416,17904,2193,1902,5975,1278,2858,971,13809
11417,21598,2338,2474,6163,1479,3712,1639,16786
11418,25587,3238,2553,7262,1852,4536,2355,19796
11419,34031,6011,3643,10983,1907,5032,1741,24377
11420,34051,4426,4658,10511,2341,4900,1563,24967
11421,28083,4009,2566,8051,2327,4911,1891,21508
11422,22555,898,1772,6260,2086,3705,2480,19885
11423,22788,2183,1518,6616,1966,4547,2052,19087
11424,0,0,0,0,0,0,0,0
11425,0,0,0,0,0,0,0,0
11426,14569,616,972,4391,1019,3192,2309,12981
11427,17320,1206,1440,4651,1407,3395,2176,14674
11428,13594,1080,1111,5077,1331,1736,836,11403
11429,19164,1201,1732,5194,2002,3320,1706,16231
11430,182,7,49,76,6,5,7,126
11432,40975,4904,3138,9527,3176,9499,5306,32933
11433,23940,2727,2892,8296,1829,2702,1166,18321
11434,44512,2012,3993,14401,3736,6505,3192,38507
11435,42178,5486,4253,10184,3340,8073,3598,32439
11436,13735,1019,1626,4530,1060,1839,951,11090
11451,0,0,0,0,0,0,0,0
11501,14641,723,598,3617,1117,3421,2619,13320
11507,5203,165,210,784,400,1370,1634,4828
11509,1676,20,16,300,142,478,444,1640
11510,22882,1086,867,4939,2255,5636,3533,20929
11514,3367,164,213,931,295,769,472,2990
11516,4279,71,105,1002,238,954,1317,4103
11518,7097,108,161,1890,789,1567,1403,6828
11520,29377,3268,2384,8720,2012,5079,3390,23725
11530,18478,176,215,2101,1210,6730,6398,18087
11542,19335,2493,1254,5249,1203,3921,3240,15588
11545,8530,174,77,1172,352,2825,2906,8279
11547,423,0,4,35,41,150,155,419
11548,1334,13,39,196,70,345,469,1282
11549,18,0,0,13,0,0,5,18
11550,37086,5972,4238,10728,2533,4575,3010,26876
11552,16454,662,708,4207,1586,3454,2788,15084
11553,16551,2491,1650,5083,1423,2148,1299,12410
11554,26878,1008,1307,7459,2339,5688,4542,24563
11556,0,0,0,0,0,0,0,0
11557,5422,97,132,1099,217,1575,1479,5193
11558,6417,292,265,2309,513,886,863,5860
11559,5129,129,121,534,229,1519,1782,4879
11560,4459,109,141,824,295,1565,1005,4209
11561,28814,549,982,6182,2051,7445,7310,27283
11563,16174,632,386,4044,1602,3941,2808,15156
11565,6405,115,154,1308,510,1881,1454,6136
11566,23046,361,543,3737,1838,6697,6577,22142
11568,2334,5,40,259,129,842,930,2289
11569,820,9,0,156,57,148,256,811
11570,18953,374,625,3339,1168,5478,5518,17954
11572,20941,573,398,5463,1524,5395,4323,19970
11575,10920,1466,989,3772,923,1280,730,8465
11576,8954,131,99,906,324,2935,3611,8724
11577,8865,216,225,983,579,2978,3014,8424
11579,3786,19,104,446,196,1064,1303,3663
11580,30692,1866,1481,7285,2717,6634,4583,27345
11581,14461,469,577,2930,1297,3938,3014,13415
11590,32800,3112,2055,7474,2581,6903,5562,27633
11596,7051,239,174,1355,594,1873,1874,6638
11598,8383,278,135,1170,441,2180,3032,7970
11691,40221,4049,5956,9875,2884,6269,4115,30216
11692,13243,1247,1977,3437,1069,2034,1067,10019
11693,8924,542,939,2741,684,1401,952,7443
11694,16069,641,1020,3785,1033,3843,3137,14408
11697,2501,11,47,466,182,704,566,2443
11701,19306,1817,1242,6430,1668,3084,1833,16247
11702,10157,189,265,2299,766,2706,2255,9703
11703,11282,254,370,4021,1233,1858,1317,10658
11704,28372,1158,2164,10071,2748,4395,2703,25050
11705,5288,115,191,925,535,1180,1270,4982
11706,43987,4428,3342,12747,3722,6387,5385,36217
11709,4984,103,86,1276,334,1065,1162,4795
11710,24468,351,985,5816,2072,6518,5672,23132
11713,6281,376,483,2060,762,623,831,5422
11714,16589,421,692,4914,1217,4248,2380,15476
11715,3326,43,62,919,285,851,636,3221
11716,6784,152,346,2418,707,991,880,6286
11717,39586,6195,5784,13998,2223,3707,1634,27607
11718,2172,0,46,359,130,689,631,2126
11719,2542,174,210,606,204,438,429,2158
11720,19126,699,974,5567,1854,3641,2827,17453
11721,4421,28,48,580,345,1271,1415,4345
11722,21004,2623,2515,6976,1510,2439,1220,15866
11724,2137,37,28,196,51,741,949,2072
11725,20906,360,412,4644,1916,5696,4446,20134
11726,14050,1522,1784,4799,989,1715,917,10744
11727,21114,600,1068,6474,2178,3627,2898,19446
11729,19173,696,1213,5871,1845,3833,2042,17264
11730,9475,181,318,2637,983,1877,2006,8976
11731,20859,412,438,4897,1904,5317,4200,20009
11732,2732,44,66,727,228,561,784,2622
11733,11496,196,266,1696,864,2950,4244,11034
11735,23343,548,773,7100,2389,5142,3329,22022
11738,12011,353,628,3895,1758,1924,1171,11030
11739,683,11,0,122,35,198,220,672
11740,6324,174,119,1198,492,1895,1439,6031
11741,19283,456,652,5716,2165,3744,2820,18175
11742,9023,164,438,2778,982,1749,1061,8421
11743,29952,733,672,4995,2365,8681,8674,28547
11746,46672,3512,1689,9814,3245,11281,10508,41471
11747,14157,369,310,2295,984,3972,4020,13478
11749,2325,96,147,701,343,402,178,2082
11751,10284,404,432,2941,889,2263,1618,9448
11752,6555,146,306,2239,647,1236,660,6103
11753,8822,119,138,740,472,3308,3202,8565
11754,13059,233,502,3015,1359,3227,2497,12324
11755,8856,143,365,2262,758,1946,1568,8348
11756,30215,979,1477,9645,3370,5655,3928,27759
11757,31450,1283,1701,11361,3599,4625,2797,28466
11758,38055,673,990,10003,3980,9766,6428,36392
11762,15698,218,375,4218,1645,4165,2771,15105
11763,20011,824,964,6810,2450,3388,1797,18223
11764,7963,39,134,1707,712,1827,1836,7790
11765,508,6,9,38,36,182,202,493
11766,8523,363,319,1831,894,1817,1669,7841
11767,10691,222,345,2564,950,2785,2188,10124
11768,15325,80,242,2571,1303,4794,4022,15003
11769,6407,129,214,1457,617,1266,1178,6064
11770,44,4,0,3,4,13,9,40
11771,6957,288,167,1297,336,2232,1772,6502
11772,32364,1744,2275,10062,3556,5113,3598,28345
11776,17377,780,872,4660,1626,3516,2535,15725
11777,6741,31,204,1071,528,1132,2769,6506
11778,7896,190,375,2250,975,1420,1276,7331
11779,26423,584,1032,8837,3052,4492,3093,24807
11780,10983,265,214,2047,908,2541,3075,10504
11782,10528,205,521,2259,973,2511,2475,9802
11783,14729,225,316,3469,1384,3875,2589,14188
11784,16876,585,780,5468,1824,2806,1618,15511
11786,4016,58,111,817,475,793,1115,3847
11787,24163,477,489,4949,2140,6206,5916,23197
11788,11589,223,216,2803,908,3091,2303,11150
11789,6109,97,185,1401,437,1788,946,5827
11790,8897,72,122,907,964,2634,3227,8703
11791,17378,482,244,2018,1203,5666,5740,16652
11792,6186,145,113,1273,868,1309,1600,5928
11793,21821,548,426,5384,2209,5649,4001,20847
11794,82,0,0,6,14,33,17,82
11795,17622,314,630,4746,1979,3508,3345,16678
11796,2729,65,161,951,195,494,461,2503
11797,6700,262,126,1124,259,2083,2314,6312
11798,9172,705,712,3273,713,1174,861,7755
11801,28911,1214,1335,8571,2992,6707,3570,26362
11803,19759,307,389,3078,1127,6583,5935,19063
11804,3436,43,55,576,185,1083,1088,3338
11901,20363,1467,1750,7418,1696,2231,2004,17146
11930,792,30,24,195,101,165,193,738
11931,22,0,0,11,0,11,0,22
11932,870,45,31,204,88,248,161,794
11933,5851,218,352,1986,708,661,612,5281
11934,5219,74,303,1630,807,546,776,4842
11935,2357,43,40,399,262,603,493,2274
11937,12430,399,593,2839,680,3337,2620,11438
11939,813,27,26,207,60,178,142,760
11940,3705,18,99,1115,451,409,702,3588
11941,1451,39,3,310,214,304,331,1409
11942,3263,171,52,856,332,476,720,3040
11944,3404,333,149,900,239,607,643,2922
11946,11209,579,624,3323,868,2277,1666,10006
11947,333,20,0,106,66,141,0,313
11948,641,0,0,164,60,79,229,641
11949,9712,78,528,2747,1000,1692,1545,9106
11950,9757,573,922,4109,882,1001,453,8262
11951,8310,371,667,3473,830,913,454,7272
11952,3783,184,34,1029,304,894,681,3565
11953,9617,376,362,3305,906,1443,1181,8879
11954,2969,46,135,710,195,978,298,2788
11955,2861,152,115,710,260,321,478,2594
11956,185,0,6,24,12,57,37,179
11957,669,17,6,154,85,156,131,646
11958,663,0,19,238,51,136,119,644
11959,593,8,2,63,39,174,235,583
11960,596,0,8,147,136,100,130,588
11961,10117,316,684,3947,886,1065,1202,9117
11962,254,18,0,18,8,164,31,236
11963,5427,95,137,1160,351,1766,1324,5195
11964,1520,0,61,261,62,452,447,1459
11965,469,0,0,97,0,127,229,469
11967,17863,1166,1356,6861,2167,1890,1568,15341
11968,8442,96,145,1671,723,2658,1719,8201
11970,264,0,0,92,67,87,0,264
11971,4852,107,93,1178,537,1166,759,4652
11972,886,38,10,290,51,264,142,838
11973,7,0,0,0,0,0,7,7
11975,158,0,0,14,11,58,51,158
11976,1653,5,31,375,56,515,438,1617
11977,1717,63,32,366,187,433,373,1622
11978,2292,19,67,610,159,556,479,2206
11980,4254,101,258,1446,369,748,556,3895
12007,0,0,0,0,0,0,0,0
12008,432,0,23,77,50,109,121,409
12009,5449,72,145,1137,802,1109,1403,5232
12010,19638,948,1884,6530,2579,2111,1627,16806
12015,2238,59,132,876,261,237,263,2047
12017,308,0,15,89,32,78,47,293
12018,5479,134,300,1345,1087,974,772,5045
12019,10599,50,167,1948,1508,2702,2755,10382
12020,23240,299,1026,5988,2719,5441,3492,21915
12022,463,11,37,144,69,46,80,415
12023,1485,21,116,502,112,250,190,1348
12024,0,0,0,0,0,0,0,0
12025,4046,92,140,1253,791,494,309,3814
12027,2647,12,8,526,368,852,689,2627
12028,659,29,31,224,91,99,83,599
12029,813,32,46,168,66,149,239,735
12031,128,0,10,45,30,25,6,118
12032,689,11,65,252,47,81,89,613
12033,5869,66,293,1504,866,1042,825,5510
12035,579,7,36,284,21,25,43,536
12036,158,18,18,77,0,16,22,122
12037,3429,64,230,1066,402,423,596,3135
12040,88,0,13,47,0,10,3,75
12041,384,0,29,207,48,9,57,355
12042,171,0,0,59,36,14,25,171
12043,4809,156,294,1609,635,823,554,4359
12045,362,9,35,161,45,12,0,318
12046,641,0,28,250,74,152,30,613
12047,14827,428,1118,4659,1749,2597,1765,13281
12051,4519,229,990,1568,443,472,230,3300
12052,1229,10,53,506,209,157,121,1166
12053,3004,37,158,1062,503,467,258,2809
12054,11463,146,102,1206,1254,3164,4393,11215
12056,1672,13,86,518,169,418,191,1573
12057,1578,46,114,665,232,119,112,1418
12058,1014,0,51,405,213,139,80,963
12059,1251,0,43,415,158,245,209,1208
12060,1227,9,31,288,196,159,274,1187
12061,6959,97,209,1436,651,1645,1747,6653
12062,1237,20,90,529,164,134,128,1127
12063,277,0,0,59,39,51,65,277
12064,344,12,45,162,43,42,4,287
12065,30319,326,777,5067,3584,8573,6965,29216
12066,1374,10,70,517,184,158,70,1294
12067,1136,0,28,340,102,184,238,1108
12068,2060,38,131,666,338,194,188,1891
12069,126,0,0,41,46,0,0,126
12070,1250,15,140,367,215,135,195,1095
12071,275,30,15,96,56,30,0,230
12072,1896,128,180,659,284,228,97,1588
12074,2093,28,132,613,239,460,285,1933
12075,2239,189,43,634,219,502,333,2007
12076,1195,51,87,489,127,110,109,1057
12077,4692,71,88,683,477,1243,1555,4533
12078,16620,547,1924,6185,1985,1137,1355,14149
12083,2614,33,131,953,427,433,221,2450
12084,3373,21,48,473,450,843,1104,3304
12085,279,5,19,97,26,44,6,255
12086,1228,37,23,382,293,137,131,1168
12087,708,0,33,369,76,18,61,675
12089,115,10,0,0,44,61,0,105
12090,4207,54,181,1554,565,780,180,3972
12092,577,0,48,296,38,51,35,529
12093,1213,31,142,424,90,149,117,1040
12094,1715,16,52,733,399,218,110,1647
12095,8637,259,792,2870,1282,1183,777,7586
12106,1887,27,63,466,270,453,363,1797
12108,347,1,60,128,93,20,7,286
12110,13993,195,516,3513,2039,3218,2543,13282
12115,115,0,0,0,7,57,8,115
12116,1373,24,109,555,148,167,121,1240
12117,2371,33,204,851,323,266,169,2134
12118,11137,198,490,3351,1517,2330,1361,10449
12120,500,3,42,234,66,26,49,455
12121,1234,0,59,520,232,132,99,1175
12122,3464,90,250,1221,467,430,284,3124
12123,3934,30,214,1194,556,748,446,3690
12124,549,35,55,228,10,64,130,459
12125,1061,43,89,264,76,211,138,929
12130,435,0,0,122,100,42,74,435
12131,64,8,2,29,4,4,9,54
12132,194,9,0,53,45,6,24,185
12134,2907,39,316,953,485,225,342,2552
12136,561,8,14,118,52,99,208,539
12137,1321,22,60,504,103,172,208,1239
12138,2440,96,178,843,208,289,346,2166
12139,117,0,20,35,10,13,18,97
12140,1180,32,56,273,301,159,138,1092
12143,3342,28,309,1583,352,465,279,3005
12144,14557,447,735,4108,1944,2892,2132,13375
12147,384,0,18,131,86,49,84,366
12148,3136,38,21,401,335,749,1010,3077
12149,1749,60,136,652,126,195,152,1553
12150,706,135,0,254,67,119,22,571
12151,631,0,18,147,68,203,136,613
12153,746,0,22,229,137,131,93,724
12154,2047,27,178,748,281,263,201,1842
12155,1319,23,102,496,204,203,103,1194
12156,717,0,80,58,148,97,104,637
12157,3026,170,209,1116,394,303,382,2647
12158,4740,15,132,1551,711,681,816,4593
12159,5596,46,67,718,471,1556,2092,5483
12160,671,15,78,285,44,101,32,578
12161,169,0,0,14,128,27,0,169
12164,306,24,69,85,66,18,14,213
12165,147,0,3,34,2,19,44,144
12166,892,56,85,369,101,77,47,751
12167,2129,114,167,761,258,267,146,1848
12168,1542,30,66,471,221,202,232,1446
12169,170,0,18,43,50,30,16,152
12170,3551,103,149,1252,474,509,225,3299
12172,92,0,0,48,9,19,0,92
12173,1479,14,99,413,292,223,119,1366
12174,203,0,5,72,14,51,27,198
12175,428,11,27,144,54,78,37,390
12176,384,0,28,241,10,45,45,356
12177,280,0,11,76,86,41,0,269
12180,35058,1213,2296,9526,4772,6375,4736,31549
12182,10132,274,975,3568,1561,1233,534,8883
12183,1826,68,123,716,272,264,67,1635
12184,4853,201,137,1274,586,942,865,4515
12185,1517,4,84,461,332,216,145,1429
12186,4269,24,82,826,566,1118,1040,4163
12187,431,5,24,148,52,39,57,402
12188,7849,260,470,2100,1147,1712,737,7119
12189,12582,451,836,3520,1647,2422,1261,11295
12190,647,22,88,189,51,52,96,537
12192,1419,32,197,460,256,196,122,1190
12193,1359,23,62,648,129,140,124,1274
12194,86,0,7,36,18,11,8,79
12195,102,0,13,0,30,24,5,89
12196,2345,20,101,831,251,392,425,2224
12197,1445,41,149,458,182,216,139,1255
12198,5539,114,236,1388,917,923,764,5189
12202,6140,160,719,2033,538,709,698,5261
12203,19664,572,535,3802,1881,4774,5042,18557
12204,5350,178,367,726,464,1623,1265,4805
12205,19523,744,1093,4982,2407,3646,2636,17686
12206,9513,454,1338,3538,879,848,728,7721
12207,1295,129,172,409,102,93,141,994
12208,14676,529,390,2665,1028,3642,3991,13757
12209,5901,208,333,1568,649,993,962,5360
12210,6551,135,458,1450,336,1695,1196,5958
12211,7912,151,272,1488,790,1919,2423,7489
12222,22,0,0,0,13,0,0,22
12302,19175,339,557,4988,2969,4051,2751,18279
12303,20002,522,1299,5785,2687,3372,2575,18181
12304,16199,828,1702,5520,1978,2155,1078,13669
12305,3464,182,441,853,333,507,523,2841
12306,18949,565,1102,6289,2722,3052,1869,17282
12307,3387,246,451,1318,299,390,28,2690
12308,9989,777,694,3325,1097,1816,1063,8518
12309,21118,329,328,3644,2409,5445,6477,20461
12401,25796,1123,2268,8120,2375,4198,3148,22405
12404,2535,40,151,812,196,570,410,2344
12405,479,4,0,185,85,93,15,475
12406,675,15,53,270,30,98,52,607
12407,133,7,9,42,7,24,17,117
12409,614,6,20,25,88,198,214,588
12410,382,0,7,133,17,73,30,375
12411,290,0,5,95,14,47,59,285
12412,465,86,0,111,0,102,0,379
12413,2081,139,364,490,326,216,100,1578
12414,7943,479,708,3278,841,891,622,6756
12416,191,9,0,63,0,33,25,182
12417,233,0,34,118,8,0,0,199
12418,402,0,23,148,114,49,27,379
12419,426,0,40,89,48,104,86,386
12420,249,0,4,27,30,93,86,245
12421,274,0,73,60,0,57,38,201
12422,207,0,0,65,46,23,47,207
12423,696,24,46,246,117,94,74,626
12424,242,10,0,55,20,78,48,232
12427,294,0,0,23,41,91,55,294
12428,4635,471,471,1545,332,505,346,3693
12429,167,0,4,85,19,44,11,163
12430,921,20,77,288,55,84,211,824
12431,868,0,9,366,67,109,209,859
12432,354,26,56,116,35,32,0,272
12433,489,0,0,108,37,105,166,489
12434,608,20,58,223,69,52,54,530
12435,242,0,10,90,26,48,19,232
12436,39,0,0,0,20,0,19,39
12438,22,13,0,0,0,9,0,9
12439,257,15,4,91,8,19,35,238
12440,1680,33,101,509,167,226,278,1546
12441,68,0,0,26,0,8,8,68
12442,681,0,33,251,88,92,86,648
12443,2679,60,43,614,306,524,619,2576
12444,443,4,0,196,32,62,65,439
12446,3472,24,283,1201,376,380,372,3165
12448,411,0,0,60,41,124,139,411
12449,2783,142,185,1127,243,411,167,2456
12450,154,0,0,76,18,60,0,154
12451,1206,8,184,450,228,172,32,1014
12452,199,0,17,95,0,16,27,182
12453,247,42,12,145,0,27,21,193
12454,269,12,45,122,4,21,25,212
12455,1485,78,153,386,173,214,205,1254
12456,520,19,84,192,69,39,19,417
12457,750,34,82,280,72,100,148,634
12458,2327,28,247,1027,317,228,128,2052
12459,189,0,26,82,0,10,41,163
12460,196,0,6,143,8,0,9,190
12461,1301,37,90,297,158,281,254,1174
12463,1141,0,36,327,141,357,147,1105
12464,630,0,64,131,13,178,111,566
12465,174,0,6,61,12,42,25,168
12466,1937,3,89,563,322,302,201,1845
12468,843,21,55,344,97,84,75,767
12469,462,21,31,217,42,70,25,410
12470,298,0,8,81,24,55,75,290
12471,186,0,30,68,35,0,0,156
12472,1181,33,13,307,161,246,159,1135
12473,611,0,0,278,41,143,83,611
12474,816,5,28,345,57,134,94,783
12475,199,25,0,60,8,19,33,174
12477,13429,329,852,4113,1611,2238,1478,12248
12480,650,9,50,256,64,99,77,591
12481,1051,29,91,248,80,260,168,931
12482,295,0,68,184,35,8,0,227
12483,251,29,12,49,74,0,39,210
12484,2050,59,81,406,226,504,450,1910
12485,1113,0,35,517,61,165,98,1078
12486,1106,0,34,188,137,311,219,1072
12487,2507,55,98,1027,386,267,309,2354
12489,939,42,168,424,84,17,3,729
12490,28,0,0,0,14,14,0,28
12491,1135,7,58,280,131,134,323,1070
12492,204,0,4,87,17,26,2,200
12493,143,34,0,0,0,68,41,109
12494,491,0,0,49,10,195,143,491
12495,173,0,7,12,28,42,51,166
12496,1124,70,51,476,131,141,93,1003
12498,4068,39,61,847,221,1215,1038,3968
12501,1725,146,298,451,129,255,230,1281
12502,888,10,81,306,119,110,128,797
12503,442,7,55,107,45,62,114,380
12504,100,0,0,0,6,8,62,100
12507,139,7,7,6,12,44,26,125
12508,14442,408,880,4084,1517,2885,1928,13154
12512,126,0,0,64,62,0,0,126
12513,246,0,0,96,19,16,41,246
12514,2169,64,25,454,270,551,463,2080
12515,1204,32,81,544,36,244,109,1091
12516,1339,76,71,517,166,199,188,1192
12517,325,23,11,154,7,34,28,291
12518,4152,58,150,966,322,984,996,3944
12520,1946,18,87,374,222,457,471,1841
12521,1279,33,42,406,153,159,252,1204
12522,3431,198,464,1167,359,386,177,2769
12523,1200,25,140,427,66,140,152,1035
12524,11838,305,802,3048,1066,2326,2004,10731
12525,1999,45,48,534,198,383,461,1906
12526,2766,59,99,673,341,573,464,2608
12527,0,0,0,0,0,0,0,0
12528,9307,339,698,2390,883,2051,1221,8270
12529,2097,92,120,801,127,326,377,1885
12530,117,0,50,0,0,25,42,67
12531,2309,52,127,730,211,466,237,2130
12533,17539,363,550,4958,1497,4386,3026,16626
12534,13251,528,1226,4602,1525,1832,1403,11497
12538,9086,233,623,2525,1151,1461,1295,8230
12540,5430,98,122,1226,758,1292,1257,5210
12542,4118,101,212,1219,563,729,542,3805
12543,2395,79,148,636,338,352,244,2168
12545,3474,153,177,852,345,852,603,3144
12546,2092,108,190,605,219,390,228,1794
12547,2024,19,66,468,229,442,322,1939
12548,950,68,36,416,84,132,89,846
12549,7671,171,417,2408,770,1439,971,7083
12550,34966,2174,3498,11380,3268,4848,3491,29294
12553,17585,480,708,5057,2026,3184,2372,16397
12561,10332,315,291,1805,1007,2484,2984,9726
12563,6000,297,239,2153,443,1252,608,5464
12564,4956,120,285,1474,384,1178,766,4551
12565,800,45,32,191,116,180,66,723
12566,7405,43,510,2322,1180,1058,643,6852
12567,2227,69,224,712,264,268,306,1934
12569,7413,232,443,2046,955,1313,1000,6738
12570,5082,37,198,1400,520,995,980,4847
12571,6799,194,224,1542,787,1410,1555,6381
12572,6878,234,275,1487,751,1516,1683,6369
12574,211,0,0,32,0,48,109,211
12575,1538,0,0,430,210,442,217,1538
12577,1262,0,30,293,110,327,140,1232
12578,1661,37,74,456,170,397,240,1550
12580,3346,71,210,911,415,611,486,3065
12581,1622,0,88,359,323,282,242,1534
12582,4846,161,563,1341,524,757,472,4122
12583,1659,19,121,287,195,353,378,1519
12585,592,63,40,104,78,104,129,489
12586,8082,275,480,2802,927,1173,944,7327
12589,12523,415,718,4526,1320,1818,1204,11390
12590,25408,873,1360,6573,2731,5243,3718,23175
12592,983,54,55,429,98,110,74,874
12594,3121,118,177,1190,325,404,234,2826
12601,26558,1339,2861,7351,2497,3972,2668,22358
12603,29193,858,1458,6421,3357,5715,6090,26877
12604,12,0,6,0,0,0,0,6
12701,8185,583,884,2923,715,902,638,6718
12719,1033,42,165,352,60,218,85,826
12720,79,8,18,25,0,28,0,53
12721,3972,133,268,1791,378,335,252,3571
12722,92,0,32,60,0,0,0,60
12723,1169,29,35,305,136,211,206,1105
12724,231,0,0,135,8,17,22,231
12725,104,0,7,28,9,25,16,97
12726,972,15,33,326,155,120,154,924
12729,1414,67,199,626,108,125,95,1148
12732,534,5,0,206,112,82,30,529
12733,948,80,140,369,37,56,8,728
12734,602,67,73,184,20,49,24,462
12736,54,3,3,29,8,8,3,48
12737,1174,0,69,330,88,206,188,1105
12738,198,13,24,65,19,33,6,161
12740,1406,6,135,479,156,132,163,1265
12741,136,11,0,24,12,55,23,125
12742,80,3,0,37,26,5,5,77
12743,303,13,17,108,11,30,66,273
12745,143,12,0,50,49,16,0,131
12746,727,8,20,279,130,38,66,699
12747,1365,13,207,334,99,252,132,1145
12748,1594,84,62,527,217,253,170,1448
12749,255,0,22,20,103,50,0,233
12750,207,0,15,67,39,10,40,192
12751,517,10,51,252,13,64,44,456
12752,182,0,0,74,47,7,20,182
12754,4727,488,499,1682,506,353,317,3740
12758,2834,19,366,924,416,343,289,2449
12759,1164,67,212,485,164,107,100,885
12760,349,5,42,129,20,58,57,302
12762,457,5,78,194,47,80,0,374
12763,380,2,15,162,59,33,16,363
12764,1279,57,71,332,101,285,155,1151
12765,684,26,10,110,132,182,118,648
12766,292,8,78,93,25,53,15,206
12767,97,0,4,18,22,12,13,93
12768,577,0,61,179,124,73,31,516
12769,135,0,0,48,45,15,27,135
12770,245,0,4,112,48,9,22,241
12771,10691,363,952,4299,926,1194,758,9376
12775,1454,14,13,306,193,283,295,1427
12776,1723,54,100,575,173,248,392,1569
12777,691,30,37,211,89,100,146,624
12778,435,60,16,120,33,107,51,359
12779,1409,136,295,328,193,41,187,978
12780,1495,20,130,700,165,113,70,1345
12781,204,15,21,59,16,0,0,168
12783,1336,113,122,575,87,137,70,1101
12784,20,0,0,14,0,0,0,20
12785,814,75,62,218,115,108,94,677
12786,271,0,0,108,0,81,38,271
12787,256,0,14,102,32,16,29,242
12788,2230,98,285,611,233,307,184,1847
12789,1315,11,89,294,180,271,283,1215
12790,2946,88,186,1067,232,535,248,2672
12791,374,8,0,146,68,0,86,366
12792,142,0,18,73,4,30,17,124
12801,10503,237,657,3604,1148,1733,1259,9609
12803,6033,188,229,2149,860,956,368,5616
12804,18785,256,680,5389,2160,3108,3360,17849
12808,288,3,23,89,34,27,36,262
12809,2616,90,172,912,460,298,247,2354
12810,599,34,46,268,58,47,20,519
12811,16,0,0,6,0,10,0,16
12812,58,0,3,23,4,5,22,55
12814,1099,31,37,357,106,204,129,1031
12815,852,25,54,274,81,159,149,773
12816,3193,153,173,1108,311,512,507,2867
12817,1746,34,157,638,195,282,260,1555
12819,232,0,27,101,13,32,21,205
12821,2099,148,532,915,60,93,16,1419
12822,4316,191,376,1927,438,533,191,3749
12823,409,66,68,195,0,43,13,275
12824,817,18,30,230,55,203,101,769
12827,2569,69,150,1107,349,297,209,2350
12828,6481,206,481,2561,774,819,353,5794
12831,11479,230,421,3156,1422,2412,1966,10828
12832,4765,223,477,1925,552,395,347,4065
12833,3126,72,229,963,239,679,456,2825
12834,4653,304,168,1427,470,802,710,4181
12835,1910,86,146,743,178,222,129,1678
12836,526,9,37,176,52,59,83,480
12837,693,31,93,273,106,35,51,569
12838,441,0,21,170,73,54,53,420
12839,9297,115,677,3619,1082,987,699,8505
12841,107,2,16,19,13,11,23,89
12842,650,11,66,167,22,55,38,573
12843,335,24,34,171,22,21,20,277
12844,198,2,1,23,26,47,82,195
12845,3554,94,237,978,485,677,456,3223
12846,2570,139,359,806,306,360,215,2072
12847,300,3,17,65,33,59,44,280
12849,288,62,15,144,0,0,0,211
12850,2261,32,143,571,305,470,303,2086
12851,298,14,32,102,23,42,38,252
12852,369,12,24,130,27,43,59,333
12853,1166,138,56,407,112,123,140,972
12855,211,9,30,74,9,14,8,172
12856,128,0,0,0,17,81,0,128
12857,451,12,38,132,94,45,75,401
12858,113,4,4,19,24,35,27,105
12859,1665,7,184,727,131,194,114,1474
12860,427,0,22,205,54,77,18,405
12861,477,5,24,154,63,53,35,448
12862,5,0,0,0,0,0,5,5
12863,448,0,28,135,45,79,107,420
12864,24,0,0,0,8,2,0,24
12865,2704,74,149,975,307,369,301,2481
12866,28320,461,1302,5327,2551,7984,7040,26557
12870,1052,7,63,291,129,227,188,982
12871,2885,74,171,843,403,556,331,2640
12872,36,0,0,25,4,0,7,36
12873,628,11,35,198,45,127,88,582
12874,151,0,0,24,14,51,55,151
12878,508,10,32,249,60,32,26,466
12883,3406,155,112,1119,550,423,295,3139
12884,346,4,55,169,36,23,6,287
12885,3323,155,319,1215,266,359,233,2849
12886,243,4,14,94,44,13,16,225
