ZipCode,Pop16YAO,MedianEarnings16YAO,MedianEarnings25YAO,MedianEarningsBachelors25YAO,MedianEarningsGradOrProfDeg25YAO
84026,392,30545,31205,,
84027,185,35536,35536,,
84028,198,29545,32115,,
84029,4891,37832,44073,75754,58438
84031,112,41500,53542,,
84032,11986,31430,38446,42412,69432
84033,592,45102,47917,46333,
84034,66,22500,27708,,
84035,127,,,,
84036,4085,38270,45508,58468,76250
84037,17979,39818,52746,61376,96774
84038,102,,,,
84039,288,58750,60250,85500,
84040,12801,36253,48277,60727,86286
84041,26662,31761,40459,50862,74838
84042,5251,29505,44514,54265,88152
84043,28177,39806,50174,57107,83171
84044,14896,28858,31895,41250,46908
84045,11456,43705,53777,58322,90799
84046,221,,,70208,
84047,19268,33176,37046,50394,58295
84049,2904,49817,53116,57321,91597
84050,5265,39541,52832,56417,95599
84051,216,45714,60000,61563,
84052,655,28813,31211,39423,
84053,363,47031,49226,83750,
84054,11179,38032,45775,57303,79375
84055,727,38750,45096,48333,
84056,1788,28382,41339,39138,71528
84057,21066,25231,32499,41808,62712
84058,21453,22886,36765,42307,64906
84060,5272,36841,44797,54934,90833
84061,181,41806,41806,24053,
84062,24494,27371,41096,46781,71522
84063,105,44063,52917,,
84064,340,35934,36174,,
84065,22033,39776,49224,62128,80906
84066,5638,31974,37841,43902,57361
84067,20416,32332,38237,47396,61171
84069,262,47500,54500,68750,76875
84070,16129,35169,40988,53193,59952
84071,606,31484,38352,68188,82500
84072,189,29375,33750,,
84073,121,42292,46042,103750,
84074,25486,35748,41235,53598,78539
84075,14362,37280,49071,60748,82809
84076,183,39375,56250,44107,
84078,14452,33469,40644,47520,62750
84080,135,38125,45000,,
84081,26165,37348,42589,52126,76815
84082,512,35833,41224,,64489
84083,704,19957,21633,31250,
84084,21568,31265,37133,48727,61429
84085,100,,,,
84086,190,27115,31607,60833,
84087,9070,38703,48202,59527,66836
84088,21334,31483,36909,42667,67583
84092,16075,44164,57283,68750,85682
84093,12453,43664,52254,64319,90956
84094,16421,35898,43601,50886,68598
84095,36238,45138,54870,65032,91337
84096,23619,43190,53776,58197,82488
84097,10979,26235,37297,43469,84659
84098,11716,54803,63528,64308,105983
84101,3348,32487,34191,46450,54167
84102,13061,27561,36840,38925,58081
84103,14747,37588,47189,44454,86479
84104,13307,24562,27149,32372,55515
84105,15103,40395,46838,46331,72061
84106,20846,37544,42484,45921,65433
84107,20464,28617,33043,45109,57679
84108,12677,42642,55320,50702,83580
84109,13772,42547,51296,54265,75917
84111,7457,32179,36468,44048,51471
84112,1281,4734,22112,24250,23194
84113,160,4474,,,
84115,15177,28319,32018,41460,51445
84116,18649,25645,29122,37478,59141
84117,13608,38261,43732,52169,86989
84118,39756,30808,34630,45890,50160
84119,30706,27414,30533,38494,46625
84120,27457,28260,31816,40727,47537
84121,23675,41638,50090,53406,75000
84123,21928,31945,36515,48069,60556
84124,12047,38092,45565,46197,81607
84128,13663,31821,36278,40899,53000
84144,213,90114,90114,70682,
84180,0,,,,
84301,369,29375,33984,45625,92500
84302,12426,28742,35635,43516,65625
84304,0,,,,
84305,394,29464,40972,55694,105625
84306,227,54425,58170,75729,
84307,605,36175,37375,41875,55735
84308,116,26250,37813,,93750
84309,216,33500,42727,,53542
84310,2096,44083,49323,45938,97656
84311,325,30054,31641,33500,55000
84312,2189,35241,39722,41500,102083
84313,56,30938,31615,,
84314,597,40515,48056,,86146
84315,4669,43885,51031,62545,69070
84316,116,32143,35625,64688,
84317,1026,31875,38362,48750,66250
84318,2182,31034,41571,45521,75294
84319,3972,29009,36480,40750,52841
84320,1326,25820,30429,28750,68696
84321,26864,19802,31194,36209,58670
84324,305,40865,53500,64625,63750
84325,1100,31479,50433,32500,92500
84326,912,30962,40781,35563,80694
84327,435,31563,41000,56667,41944
84328,810,35833,41792,72083,57917
84329,74,11136,13500,,
84330,148,37500,38906,40781,
84331,142,31333,31750,,
84332,3707,31597,48354,50938,71522
84333,1433,29538,34750,43160,52917
84334,176,,50727,,
84335,6173,31968,39949,48326,70179
84336,104,15833,,,
84337,5523,30458,38625,45475,51400
84338,202,28864,31029,41000,46750
84339,2479,30557,44609,49539,70288
84340,2003,38348,45761,49570,81250
84341,13253,20660,31226,29125,64385
84401,20384,30615,35538,47464,64522
84403,20462,30316,35814,47328,75750
84404,32471,29882,33734,41840,61067
84405,16967,31799,39657,51890,66530
84414,15431,35440,42919,51099,75473
84501,6454,26286,32227,43250,56625
84511,2057,25454,30396,45887,64167
84512,314,28269,28365,,50977
84513,650,26250,28125,24038,55125
84515,0,,,,
84516,98,33750,35250,,
84518,340,43929,51000,97500,60625
84520,406,25385,27115,39554,
84521,342,51023,51733,73095,52083
84522,119,23250,28750,44583,
84523,677,27083,32155,32500,15000
84525,500,23587,24783,35795,
84526,2041,30407,32594,31250,52500
84528,1081,28990,39048,58472,70750
84529,195,46629,46629,,
84530,81,7250,7250,,
84531,273,18828,21098,,
84532,5880,25900,30500,36221,40056
84533,151,,30508,,
84534,852,28750,31129,55673,
84535,1579,27380,32289,34050,66364
84536,587,16867,18493,41016,
84537,671,35644,40517,44583,116250
84539,109,,29219,,
84540,40,,,,
84542,694,19550,31125,37708,
84601,19721,20842,29808,31341,58906
84604,28234,12432,31692,31970,76156
84606,25446,11812,27383,30623,53018
84620,397,41813,48854,35417,60250
84621,51,37802,37802,,
84622,875,23646,30094,42381,
84623,110,17391,,,
84624,2867,31116,37283,66193,90208
84626,121,15417,25417,,
84627,4124,11893,32620,45721,56750
84628,284,30515,31250,30859,51875
84629,1234,29118,31383,,31544
84630,232,21207,27083,65000,43846
84631,1486,29141,31933,35441,85500
84632,557,20972,27000,36250,51500
84633,581,31450,40133,42344,
84634,972,11731,14007,,72841
84635,409,30703,33750,64167,
84636,195,29083,34583,42083,160625
84637,360,21667,30741,,73750
84638,119,40750,42500,52875,
84639,488,26029,33990,,
84640,42,16429,19375,15625,
84642,1679,23235,32006,35403,52931
84643,197,26250,26292,35625,55000
84645,1381,27768,33953,78750,103750
84646,845,26763,30203,47969,
84647,2134,18241,23452,21875,
84648,3167,26571,34233,35977,68519
84649,436,28125,48000,60357,63036
84651,12465,27412,40386,48325,66033
84652,436,25469,36953,,58750
84653,4268,31042,47364,58508,90962
84654,1370,23587,27944,29236,59063
84655,6055,29214,38021,49594,59969
84656,146,30000,33438,57500,
84657,342,25132,30125,,
84660,20326,30369,38376,52958,67530
84662,609,24297,31298,40956,
84663,15820,30867,38331,46216,65694
84664,4206,36401,55000,61780,91154
84665,234,21875,23750,,56367
84667,155,30972,51563,30694,103750
84701,4050,23770,30410,37083,61944
84710,61,29688,33438,41250,36667
84711,399,31625,33578,33333,
84712,58,21875,26250,41250,
84713,1576,31513,37857,59712,117833
84714,181,25430,24185,,
84715,183,32875,33750,9226,
84716,187,18542,18333,11250,
84718,206,18750,24844,28036,62250
84719,49,6563,8214,,
84720,11029,19382,33670,33782,61449
84721,10993,22876,30113,31404,55735
84722,343,28170,28839,,
84723,341,11953,,46250,
84724,525,29234,34609,40481,
84725,678,34554,40372,41726,56316
84726,437,27560,30000,32798,21667
84728,39,47679,47679,50208,
84729,102,13333,17500,,
84730,138,41964,45313,46667,
84731,109,13385,,,
84732,21,,,,
84733,54,,,,
84734,179,17639,21354,45625,
84735,102,31500,35625,,
84736,159,25875,30625,60694,
84737,8226,26445,31730,40221,51129
84738,3602,33402,35789,37583,
84739,292,20139,22625,,
84740,39,21750,22250,,
84741,3138,26487,34223,40541,53922
84742,103,27448,30000,38750,100625
84743,2,,,,
84744,86,13750,19107,,
84745,1969,25038,26984,41958,45536
84746,280,33571,34286,,76607
84747,619,33036,39338,67727,
84749,175,32083,36100,62891,
84750,269,25083,25667,,43750
84751,962,31934,36623,50362,42917
84752,457,28177,31875,49250,49583
84753,2,,,,
84754,1859,26828,31904,49250,70441
84755,18,,,,
84756,175,,,,
84757,517,26357,27000,36094,20938
84758,321,23993,27125,47891,80417
84759,1032,24886,27416,,63462
84760,216,25682,30833,37917,
84761,1415,30313,41885,40682,55574
84762,159,,,,
84763,175,25461,26917,35515,38750
84764,183,30821,31893,36146,
84765,3224,35944,45679,37708,61432
84766,128,23300,24200,,
84767,310,22500,35000,32857,92321
84770,19905,23188,29363,39245,60417
84772,157,30766,32097,,
84773,126,31667,31667,36731,
84774,812,33382,38661,48942,61705
84775,145,25096,26827,,
84776,320,20119,23083,43000,
84779,286,25833,30417,100756,121250
84780,11576,27441,34175,39638,57879
84781,89,,,,
84782,458,24474,25625,,
84783,293,39539,39539,,43673
84784,689,16793,23359,,
84790,19775,28143,32321,32672,69250
85003,4894,38185,42313,53431,74063
85004,4247,21292,38571,48785,88235
85006,14031,25135,27303,42451,56048
85007,6749,27603,30929,44289,69750
85008,35139,24550,26888,40932,46756
85009,19963,23498,25798,35944,37917
85012,4333,47764,51596,57886,85147
85013,13007,40562,42350,50424,65893
85014,15959,36193,39491,48281,57961
85015,18752,26492,29293,46116,58089
85016,21311,39296,42026,56007,73070
85017,19246,20902,23967,30230,31616
85018,22721,42460,49020,62612,102767
85019,11349,22663,26314,35075,55670
85020,18326,37449,40896,49970,78007
85021,19852,29435,32103,48277,72559
85022,29960,35158,40185,50840,63810
85023,17954,33392,37799,49766,70202
85024,14532,44551,49325,59493,79967
85027,21704,36398,40777,50466,53966
85028,10725,49895,53975,59474,76377
85029,24231,29468,32231,43694,52557
85031,13268,22009,25010,29808,
85032,41282,31878,36048,52783,55357
85033,29100,22919,26527,32440,35455
85034,2307,20950,22020,44097,39821
85035,26854,23591,26501,44655,48854
85037,27674,27973,31944,40106,50615
85040,15047,23806,26883,46585,61959
85041,28578,30216,33001,41663,62175
85042,24047,30528,33403,49402,71225
85043,18222,27669,31610,50000,54080
85044,24870,43584,50360,59705,79534
85045,4195,59327,67345,81696,106847
85048,20802,50941,56891,70861,82321
85050,16957,53087,61774,72770,94177
85051,21246,28701,31964,41712,49056
85053,16487,32211,35843,43799,59541
85054,4915,56419,63026,68237,66208
85083,10130,57025,63181,74872,96161
85085,12397,52163,57848,76272,79089
85086,22911,45514,53021,65276,74102
85087,4042,36649,45789,52258,69077
85118,4313,40573,45524,72500,69750
85119,8729,30579,34223,44741,51703
85120,12864,25486,30123,33750,48190
85121,321,21218,29453,,
85122,25427,26670,31140,37224,53284
85123,4767,26622,32098,42431,56346
85128,6788,28123,32885,46776,35027
85131,5258,20702,23302,32981,
85132,11148,23373,27209,39232,72778
85135,158,21200,21550,,
85137,1061,32415,43688,49773,
85138,18042,40082,42913,56677,54474
85139,8279,30827,36922,51250,51250
85140,22385,34861,42004,59663,54727
85141,206,26000,28092,,
85142,30929,42599,51156,62055,79114
85143,17624,32621,37811,47893,47135
85145,1674,37885,41843,48640,44722
85147,917,27010,28516,41477,
85172,1041,25843,31078,,
85173,1328,28618,30084,29476,49167
85192,862,23454,24240,39688,37361
85193,2300,21275,22113,61250,
85194,2663,29115,32323,56389,63750
85201,27176,25321,28068,40253,47336
85202,23954,30227,34326,43434,54946
85203,20293,27188,31148,44607,62533
85204,36014,27227,30882,41450,49808
85205,19621,32265,38540,45779,69621
85206,16345,31186,36771,44289,53621
85207,25266,38371,43734,61321,70854
85208,17626,31102,35289,42813,50662
85209,18872,35817,40554,48929,58554
85210,22272,25808,28543,38822,42174
85212,17554,41689,47676,61572,60850
85213,18801,31316,38432,54463,79063
85215,7983,45752,50790,72772,72721
85224,26538,40292,44966,60243,64482
85225,40258,33068,37392,50377,62475
85226,23656,46953,51982,60599,78318
85233,20844,41468,47050,57744,64516
85234,26580,39410,46160,59809,64293
85248,14100,51893,56912,66086,90898
85249,18926,57796,66121,78145,96600
85250,10413,46762,48538,54634,62834
85251,25077,44553,48921,62857,73796
85253,9448,62050,76194,89712,154500
85254,25831,51626,56967,68039,82063
85255,20948,68441,77854,80308,110296
85256,2113,21629,23375,26923,
85257,21554,38740,41608,56530,56648
85258,13388,56757,63518,67944,78417
85259,12614,54580,68186,75983,100705
85260,21954,51791,58590,65695,84611
85262,5427,58168,62320,88854,105039
85263,938,50283,50283,36750,80139
85264,513,34236,36033,71250,125735
85266,6008,65272,73224,86750,76136
85268,12329,42222,46111,62344,68125
85281,42984,19205,31711,41291,38925
85282,33159,30794,37984,42923,55016
85283,30324,33034,37950,47550,61296
85284,11364,54008,63734,65096,87981
85286,24116,48736,57101,71618,84421
85295,24781,46103,53193,61085,78992
85296,23499,44270,51326,62711,75781
85297,16219,48310,56890,67694,88806
85298,14854,50078,58081,69920,84483
85301,28549,22478,25489,41002,43086
85302,19507,30153,33735,43929,50898
85303,16021,29598,32491,42338,65994
85304,14843,31784,36323,45070,51815
85305,7627,38051,45974,49401,65227
85306,13876,31003,36466,42622,53641
85307,5754,30478,33833,53785,42955
85308,37856,40541,45767,53890,66913
85309,659,20941,,,
85310,11934,48082,53970,62693,77585
85320,816,,,,
85321,1245,18938,16429,20500,42917
85322,271,27159,32031,,
85323,20017,30860,34722,46010,50518
85324,1303,19860,20566,,36250
85325,232,22011,23571,,8977
85326,26922,30904,34660,43638,48371
85328,100,,,,
85331,15638,54751,62336,72451,90781
85332,425,30363,31129,,
85333,328,27321,29875,47750,40795
85334,507,27799,35417,,
85335,17222,31298,34755,41544,51719
85336,236,,,,
85337,1135,27555,28914,35909,
85338,24710,35360,39738,53484,60179
85339,22004,39422,42827,53983,57059
85340,17531,41860,45691,52557,80516
85341,0,,,,
85342,618,36094,36359,26111,2500
85343,157,28101,28750,,
85344,4823,24747,27771,38558,45511
85345,28763,31662,35511,40768,46471
85346,1163,16603,16603,,
85347,349,22163,23316,,
85348,424,11816,11688,,
85349,14534,16454,18527,32407,41622
85350,9392,22183,25830,35104,47309
85351,6666,20655,20752,17120,44776
85352,214,30561,30682,,
85353,20387,31765,36020,45645,56455
85354,2986,31905,36361,41622,39615
85355,5992,41104,50150,55240,75313
85356,1644,27218,32306,48125,53250
85357,150,,,,
85360,92,29375,29896,,
85361,2639,32089,37411,70341,44079
85362,154,24583,24583,,
85363,2979,27012,31086,37159,45227
85364,35109,25251,30417,41381,54935
85365,23628,30311,36450,50506,49095
85367,6710,35000,38692,54311,75000
85371,137,20607,,,
85373,6307,35340,38995,39805,44475
85374,18592,31546,34569,43414,48011
85375,5333,22786,25173,28641,26328
85377,1113,44088,44242,43023,188077
85379,24196,37539,42165,55082,56875
85381,14129,37624,43214,47047,61607
85382,19938,40424,46601,56615,72745
85383,26153,52598,60834,64100,86209
85387,3503,40189,41709,54148,
85388,14609,40659,45030,53744,66525
85390,3923,24395,27320,49524,
85392,21380,35638,40399,52807,67607
85395,12936,41880,50534,64513,64107
85396,8085,43209,47784,71936,72563
85501,5613,27219,32518,34575,54792
85530,511,24844,27222,,
85531,189,40987,40987,,
85533,1231,32802,40361,83750,
85534,1165,29978,31903,47781,36406
85535,0,,,,
85536,203,35594,35938,,
85539,2065,26133,26645,33309,42614
85540,1662,47120,50819,47118,
85541,8832,26905,30921,43494,54080
85542,1140,19100,24492,,
85543,1454,29007,30910,31563,
85544,816,35952,37244,36384,
85545,74,,,,
85546,8740,26347,30863,44375,41629
85550,1436,25889,26978,52188,52386
85551,203,21188,22313,,
85552,3104,29375,43862,51500,48843
85553,412,26012,26518,,
85554,205,29432,44167,55500,
85601,192,,,,107171
85602,3090,23683,27829,68750,72308
85603,2690,26968,29412,24500,46591
85605,248,18600,18125,13958,
85606,365,29917,28833,46250,51136
85607,6495,18368,24291,40953,42422
85608,4289,10946,10113,,11164
85609,32,,,,
85610,338,26181,26458,26667,16250
85611,304,36500,37500,35000,53750
85613,3516,26326,45734,54792,78750
85614,5591,29731,31428,40369,37532
85615,4302,32361,40195,58274,55767
85616,2512,22060,23968,16706,
85617,498,31902,34375,46016,60179
85618,630,23259,24617,,44643
85619,51,28828,28828,,
85620,213,25524,26532,25714,
85621,8408,22146,24651,32393,50652
85622,1051,21813,21942,20609,
85623,1934,25541,26334,,21829
85624,461,26108,30956,35893,
85625,696,25029,25698,,25893
85626,413,18798,,,
85627,559,28281,32500,47000,
85629,12066,41161,44924,60059,84946
85630,866,23051,25583,36053,
85631,1292,24292,24903,2500,68938
85632,364,21333,22216,53542,
85633,28,,,,
85634,1710,24167,26113,35125,
85635,15731,31541,37560,57368,61111
85637,481,37361,44766,,45078
85638,671,19577,21912,16667,83333
85640,32,,,,
85641,13563,44829,50870,63864,67903
85643,3528,24284,26216,32071,41227
85645,1036,20529,24327,63750,25000
85646,543,42875,42875,,
85648,8731,26671,30450,41833,52270
85650,6482,38344,43145,69286,79214
85653,8108,32171,36362,44886,68664
85654,0,,,,
85658,5141,47549,52859,65946,68321
85701,3080,31163,36133,33802,62107
85704,16570,34453,40002,46949,64790
85705,29205,20224,24008,30241,38032
85706,24599,21616,24443,34604,38438
85707,665,21637,21818,,
85708,1898,33750,44574,53621,77961
85710,27887,27605,31501,39055,45290
85711,20907,24267,30323,36993,48455
85712,16859,26381,29372,37931,47962
85713,22530,21304,23849,43388,43452
85714,6893,19622,23224,32819,
85715,8850,34214,41172,46159,62159
85716,17404,26629,31359,35885,50975
85718,13197,52397,58670,55449,98871
85719,31464,12159,28858,32771,41087
85723,0,,,,
85724,0,,,,
85726,0,,,,
85730,19627,29695,33069,46935,52835
85735,5001,27163,29894,29979,85542
85736,2040,21250,25036,53750,63000
85737,10556,39525,47330,51250,81556
85739,5445,33179,36928,45714,65491
85741,20513,31774,36900,45856,56683
85742,15250,36918,42625,53024,54859
85743,15231,41393,46710,55340,76855
85745,21489,27361,36544,45500,69671
85746,20914,25446,28863,41616,42500
85747,13668,40972,47581,57210,67031
85748,10108,36911,43071,52380,65272
85749,9530,44985,52857,52997,76532
85750,11927,48495,55545,60766,87050
85755,6272,53154,60952,75066,98668
85756,17693,25830,29821,41259,58102
85757,9418,29607,33771,44271,72907
85901,7677,27092,31693,46625,69167
85911,519,19292,20690,,
85912,110,12895,,,
85920,149,46458,50179,,55000
85922,11,,,,
85923,109,27014,27014,,
85924,767,31921,35313,41071,132778
85925,1756,34601,37425,77128,62647
85926,217,23958,30385,38661,
85927,51,,,,
85928,379,20508,27792,,
85929,3141,26806,30713,62125,64808
85930,462,21198,24333,11765,
85931,50,39583,39583,,
85932,206,,,,
85933,854,21060,21807,41071,
85934,136,,38681,,
85935,1774,39415,43600,52847,61071
85936,1378,35793,37951,50500,
85937,2806,23033,28095,38036,54569
85938,1011,29063,35131,40509,
85939,1852,30500,33588,34744,89018
85940,502,40000,43696,45298,92917
85941,3004,23636,25658,47361,42422
85942,44,,,,
86001,30162,24139,38655,42321,58344
86003,3,,,,
86004,19932,35277,38966,45721,54816
86011,6575,3367,9405,,
86015,283,30676,30041,,
86016,15,,15625,,
86017,422,37826,49500,49167,
86018,449,41172,53625,65096,31724
86020,814,18264,19773,,35833
86021,1635,25349,26627,35458,57888
86022,934,25351,30286,,
86023,1968,27421,30891,34514,60139
86024,207,37303,37434,46250,
86025,2582,24250,30317,42682,48958
86028,0,,,,
86029,54,,,,
86030,573,25458,26375,52875,35833
86031,352,23421,25500,,
86032,804,29167,36042,,42188
86033,1927,27440,33622,49886,52330
86034,540,25129,26466,45500,48594
86035,843,25785,28094,36250,56250
86036,250,18636,20848,21406,
86038,9,,,,
86039,508,27313,29102,62639,67500
86040,5672,26583,30086,43684,26912
86042,858,19457,21780,88611,21500
86043,943,20661,23548,40469,49875
86044,972,19071,21696,40417,61667
86045,4616,27475,31578,44444,53409
86046,2673,30189,33294,42067,53810
86047,5610,23377,26557,40878,47156
86052,255,,,,
86053,816,24821,27130,33750,
86054,624,26806,29313,58000,46000
86301,9582,24714,29495,34461,39167
86303,7394,28658,33065,46895,45172
86305,7701,30438,35410,31210,53179
86313,11,,,,
86314,17578,27106,30205,35258,52792
86315,3429,26830,35332,52788,83462
86320,670,26079,27053,49904,
86321,1043,54803,61987,116071,
86322,5100,22617,25981,37708,42014
86323,7131,27900,29464,41904,58663
86324,2156,37080,40527,,75795
86325,3031,19946,22319,43042,18438
86326,11033,25289,27316,29886,48427
86327,3530,27238,29351,35402,40599
86329,470,31923,35530,36154,
86331,271,37054,40647,48125,74444
86332,671,18594,19773,,
86333,3479,20817,36972,39922,
86334,1910,26868,38004,,
86335,2705,18551,18996,32539,
86336,5552,30043,31614,36058,50670
86337,551,30804,39393,46250,
86338,156,18553,,31429,18393
86343,29,56406,56406,,
86351,2751,32014,33490,39032,55128
86401,10628,28347,31829,43333,62316
86403,8541,26813,30156,34265,
86404,6870,30772,34364,43942,52250
86406,9542,30306,31908,41379,99182
86409,11177,25624,29322,39750,55887
86411,81,37875,29375,51250,
86413,4402,20625,22494,27056,
86426,6234,28571,30419,44119,44571
86429,2952,31849,33719,47750,61750
86431,94,79375,79375,,
86432,1312,23667,31667,,
86433,0,,,,
86434,616,25302,26591,,51250
86435,2,,,,
86436,333,,,,
86437,34,25833,,,
86438,232,33942,33942,92337,
86440,2783,26781,28693,31133,63092
86441,513,,,39000,
86442,14149,21599,24005,35955,58900
86443,0,,,,
86444,166,,,,
86445,107,49609,49609,,
86502,357,22656,26964,,
86503,2736,30148,31507,49292,54211
86504,2202,25467,27723,74844,54792
86505,2031,30401,32564,40662,45625
86506,353,24955,25625,38750,
86507,451,25845,27778,42500,58750
86508,184,26625,30250,,
86510,1156,26864,30750,39554,54886
86511,1157,30827,32198,48274,44500
86512,759,30240,33333,43125,
86514,824,26471,30486,36250,50000
86515,1472,29253,31172,49306,46667
86520,475,19917,23393,43333,
86535,300,26042,29821,36875,
86538,585,31509,33920,44583,53056
86540,188,27955,28036,36563,
86544,349,23750,30855,43750,62500
86545,294,31397,33500,37917,43125
86547,238,34375,35048,37188,
86556,669,15655,29625,37250,57500
87001,1310,27464,30333,61250,71141
87002,9075,26388,30059,34630,49375
87004,5011,25185,27063,42880,46250
87005,167,,86957,,
87006,708,9833,11094,40577,50872
87007,394,20068,21607,,
87008,1269,49519,53882,49551,58047
87010,536,34286,41250,43393,64375
87011,11,,,,
87012,null,null,null,null,null
87013,null,null,null,null,null
87014,322,28409,28920,,
87015,6421,31577,35085,41815,54656
87016,1038,32098,34125,,
87017,null,null,null,null,null
87018,154,11176,11765,,
87020,4712,25075,27824,36444,72188
87021,1935,19651,21042,,
87022,332,36333,38125,40417,
87023,251,30610,30901,,
87024,952,22373,25094,26250,
87025,507,55337,55913,55433,104720
87026,1804,20944,25119,50481,42000
87027,80,36184,36579,,
87028,116,2500,2500,,
87029,null,null,null,null,null
87031,19610,28423,32868,43641,63438
87032,154,6328,,,
87034,828,23649,25636,26071,
87035,3306,30404,32192,42471,47692
87036,519,31696,36833,36917,52344
87037,164,16959,16892,,
87038,248,11042,,,
87040,174,24286,35104,48594,
87041,312,25000,30042,51563,70764
87042,1629,27076,29401,,90284
87043,2234,43227,50808,51641,74630
87044,149,34519,41528,,
87045,514,19091,22557,,
87046,null,null,null,null,null
87047,2189,42092,47917,57015,90833
87048,4765,42945,47482,44063,78043
87049,620,25811,26284,53214,
87051,617,21875,27630,,
87052,1046,23879,26449,33333,48571
87053,514,22652,23864,,
87056,564,38239,39091,,
87059,5337,41960,47857,51810,81063
87061,124,,,,
87062,390,25250,,,
87063,73,24250,,,
87064,null,null,null,null,null
87068,2036,26774,34432,70362,50391
87070,130,25577,25577,,
87072,269,27788,30529,43750,
87083,230,38750,43472,41875,60865
87102,10158,23762,26681,33521,56029
87104,6532,30061,34130,41887,59967
87105,26864,24774,27019,36956,49643
87106,15461,21982,31036,35294,53808
87107,15663,28783,32330,42956,53934
87108,18164,21755,24637,32451,52233
87109,21332,30966,36440,47500,66105
87110,21925,29590,33996,46520,54803
87111,29533,39342,44508,51004,71683
87112,21804,30691,34410,43517,56250
87113,8846,41869,50606,52314,94598
87114,35526,38836,42309,49638,64990
87116,2044,34081,47996,46250,84844
87117,348,22130,18375,,
87120,33755,38340,43075,52825,62944
87121,37623,26345,29938,40250,42224
87122,9765,58521,66769,68319,94483
87123,21066,29111,31971,41223,77513
87124,27663,32091,36577,48172,57069
87144,20750,36009,41721,51370,66148
87301,9965,26860,31477,50744,55448
87305,1105,21402,23077,49688,250000
87310,360,24038,26354,29375,
87311,1223,22112,25084,22000,32813
87312,158,21167,24167,,
87313,2320,22241,25469,47813,59167
87315,55,,,,
87316,343,15208,16779,,
87317,804,19583,26768,,
87319,516,19412,21771,29215,
87320,182,24808,29722,46750,
87321,988,18254,19206,,
87322,42,,37917,,
87323,1284,14615,15688,32344,
87325,1038,26799,27992,37679,56875
87326,623,23482,24088,19453,56719
87327,4469,14868,15739,31625,49861
87328,598,25625,28368,48250,51875
87347,52,,,,
87357,302,18077,21250,48929,51250
87364,294,14853,18864,46667,
87375,958,23333,25508,37188,
87401,22534,28413,35298,50324,54598
87402,4904,41477,50522,63411,75605
87410,8146,29569,33233,36371,45972
87412,null,null,null,null,null
87413,7778,29067,34606,49535,54570
87415,664,29872,29327,150398,
87416,2201,26466,29291,36875,54831
87417,2634,29222,32690,44706,50000
87418,540,39545,48550,,
87419,null,null,null,null,null
87420,4492,25798,26820,39955,56964
87421,685,29840,30655,57083,
87455,624,21453,23036,49583,62321
87461,425,18884,21316,43750,
87499,228,22727,24659,29167,36486
87501,8601,38671,40354,38773,66964
87505,16149,35762,40841,44583,58684
87506,6109,35555,38984,49100,71364
87507,26328,29754,32012,46967,52447
87508,9785,37069,41012,52721,57363
87510,null,null,null,null,null
87511,null,null,null,null,null
87512,26,,,,
87513,429,,,23162,
87514,279,17172,16862,26225,
87515,null,null,null,null,null
87516,null,null,null,null,null
87517,58,35114,35114,,
87518,null,null,null,null,null
87519,144,23696,23696,,
87520,null,null,null,null,null
87521,null,null,null,null,null
87522,null,null,null,null,null
87523,null,null,null,null,null
87524,0,,,,
87525,60,,,,
87527,null,null,null,null,null
87528,null,null,null,null,null
87529,2520,25611,26341,41326,
87530,null,null,null,null,null
87531,null,null,null,null,null
87532,null,null,null,null,null
87533,null,null,null,null,null
87535,626,31143,31143,,68375
87537,null,null,null,null,null
87538,237,35848,37910,,
87539,null,null,null,null,null
87540,618,27443,35417,,65511
87543,85,,,,
87544,10222,70565,78830,73197,110153
87548,null,null,null,null,null
87549,null,null,null,null,null
87551,null,null,null,null,null
87552,1758,34417,45472,,49718
87553,570,23448,25966,37500,52500
87554,null,null,null,null,null
87556,928,27452,30848,13487,
87557,3292,25967,30608,26857,58194
87558,300,25313,26211,26205,
87560,395,21044,21044,,
87562,92,40200,40200,,
87564,79,20481,17095,,
87565,181,52083,58438,,
87566,null,null,null,null,null
87567,723,31736,35762,35078,
87569,215,,,,
87571,5558,23705,26959,34663,52708
87573,38,,,,
87574,150,,26382,,
87575,null,null,null,null,null
87577,null,null,null,null,null
87578,null,null,null,null,null
87579,530,25125,20065,,47721
87580,416,20711,20882,,67581
87581,null,null,null,null,null
87582,null,null,null,null,null
87583,30,46500,46500,,
87701,7399,22621,25879,30632,47381
87710,716,14653,21603,73500,
87711,127,11760,11908,,
87712,111,36650,36650,,
87713,31,48750,48750,,
87714,513,26361,28636,35694,
87715,151,,16176,,
87718,205,12946,,41346,
87722,343,,25743,,
87723,30,,,,
87724,0,,,,
87728,223,22039,25391,51563,
87729,5,,,,
87730,16,11538,11538,,
87731,98,31190,31190,,
87732,655,,26700,,
87733,54,30000,30000,,
87734,50,11071,12321,,
87735,20,,,,
87736,89,,,,
87740,2967,19860,24921,39444,42083
87742,91,43917,43917,,
87743,96,23000,23250,42188,
87745,326,27434,30511,62667,
87746,13,20313,20313,,
87747,798,23851,22589,47857,49375
87749,174,,,,
87750,0,,,,
87752,133,21719,31000,,53523
87753,75,13810,13810,,
87801,3643,20756,26608,31094,51295
87820,13,,,,
87821,109,63036,64464,,
87823,337,47263,47263,49146,46746
87824,43,36298,36298,,
87825,590,17500,19808,16860,
