ZipCode,Pop16YAO,MedianEarnings16YAO,MedianEarnings25YAO,MedianEarningsBachelors25YAO,MedianEarningsGradOrProfDeg25YAO
00601,4165,14448,15158,19840,27333
00602,12288,13322,14134,19317,29073
00603,13838,15980,16961,23089,40570
00606,1489,10554,11063,23194,
00610,9100,15298,16129,25833,35234
00612,17206,17436,18707,22203,39093
00616,3310,16157,16842,20188,38026
00617,6301,17325,17559,22865,30242
00622,1296,18305,18263,18512,57917
00623,11253,16029,16658,19571,39485
00624,6540,14403,14997,22308,28722
00627,8941,15385,16106,22466,27273
00631,439,15923,15714,26121,
00637,6114,16855,17313,22875,25517
00638,3514,16850,17382,26141,29063
00641,6955,15934,16415,22846,32905
00646,12358,21887,23975,32187,41708
00647,1170,13592,14794,20389,
00650,4247,16045,17585,29167,14738
00652,1011,17560,18363,18789,20357
00653,2422,14351,14788,22126,29171
00656,5237,15452,16188,22536,22832
00659,12497,16270,17068,23658,31281
00660,5286,15695,16809,22816,35821
00662,10881,16006,16720,22240,31429
00664,3707,16498,17033,21182,22721
00667,4896,14628,15039,22479,23077
00669,6703,16229,16944,25439,30000
00670,2251,14003,14725,20321,50750
00674,11766,17312,18869,26327,39976
00676,9954,15202,15938,20528,28898
00677,4968,13958,14939,17917,41563
00678,7936,15080,15870,22583,30679
00680,13267,14832,16279,20117,37083
00682,8869,14475,16106,21000,42358
00683,8174,15047,16283,23932,24183
00685,9293,15265,15940,23007,30039
00687,9064,16465,17160,27200,40444
00688,3773,16266,17079,20139,27880
00690,1470,19231,23060,33047,31648
00692,9869,18704,19894,31216,48476
00693,15687,18573,19942,26491,31311
00694,0,,,,
00698,9576,16083,16655,19057,30241
00703,7987,15725,16025,21094,25386
00704,2526,13849,14978,23417,19259
00705,6775,17248,18503,28714,30000
00707,2354,16722,18470,23197,
00714,3965,16408,17913,26005,35765
00715,771,10376,10470,,
00716,7658,18938,20943,22894,43591
00717,4277,15721,16900,25038,32609
00718,7410,16747,16944,21615,28622
00719,8427,16224,17510,24293,31282
00720,4596,16332,17176,19800,16505
00723,4695,15061,16340,21261,33095
00725,29654,16912,18890,26277,38248
00727,22699,21723,24180,30829,42143
00728,12472,15228,16116,19655,26706
00729,18132,16919,17604,23704,29125
00730,8357,16602,17329,21706,34625
00731,3902,14500,15054,20562,48407
00735,3904,16816,17443,24143,22000
00736,15922,17840,19230,26443,33341
00738,10550,15655,16541,22777,32122
00739,11746,17286,18158,21100,32157
00740,519,12166,12981,,
00741,1586,15731,16144,27917,
00745,18488,17095,18215,23685,32277
00751,6223,14239,14839,26000,27437
00754,12124,17208,18547,28536,31862
00757,8264,15795,17179,22285,38404
00765,3007,16153,16868,19843,43160
00766,8080,15023,16081,22969,33297
00767,8951,16744,18016,20620,31771
00769,12393,16202,17022,25289,38099
00771,10856,19385,20807,28506,31800
00772,5698,16122,16864,26025,26961
00773,6363,16669,17647,24219,25911
00775,584,15959,15943,,27813
00777,12334,17169,18378,28180,31283
00778,19794,21171,23641,33877,41726
00780,4108,19874,21932,25087,42072
00782,4598,14908,15442,20548,37045
00783,8137,16323,17005,21875,21129
00784,11031,17568,19710,24899,32357
00786,147,25353,25353,,
00791,14093,17219,18235,25772,26770
00794,7006,16852,17545,23496,24782
00795,15934,15945,16997,24685,35975
00901,2587,22759,24617,26275,59046
00906,149,63558,63558,51429,71154
00907,8464,26045,26914,34399,51052
00909,2023,16959,18218,34130,40477
00911,3778,24938,27230,31978,50556
00912,2612,16814,18250,22660,50313
00913,1934,11662,15755,49500,46293
00915,9948,13595,14342,18733,33611
00917,6741,14453,15261,19608,25592
00918,6372,30130,31481,36318,47375
00920,7058,17849,19480,25177,30268
00921,12212,17661,18706,23039,32410
00923,7817,15187,16141,25861,36103
00924,17368,17422,20273,29009,32768
00925,2975,9672,11727,12833,37708
00926,40650,24094,26241,31447,52618
00927,5513,30027,31622,30034,44758
00934,60,,,,
00936,86,14342,16250,,
00949,28595,19082,21168,26381,38025
00950,0,,,,
00951,0,,,,
00952,2619,14322,15815,24453,39773
00953,27439,20952,22369,28477,39407
00956,24444,18103,19356,25641,33091
00957,14326,18632,20399,28012,37264
00959,21079,18363,20516,27738,34739
00960,542,7255,7917,,
00961,12399,19049,21673,29603,38080
00962,6146,16525,17416,25417,34817
00965,2428,16743,17806,20956,
00966,6965,30219,31652,35458,59107
00968,1538,46044,46282,47391,46739
00969,19984,25295,28964,30933,48243
00971,10459,17340,18721,30594,40406
00976,24675,20480,21996,30300,38977
00979,8632,25744,26952,35824,44143
00982,5553,18472,20421,25133,35559
00983,14408,17645,20221,25116,29382
00985,11751,17323,19081,23120,33656
00987,24277,21391,23775,29792,39614
01001,9605,41829,46244,56433,60221
01002,20254,13185,42449,40744,68968
01003,9789,4148,10969,26500,
01005,2933,38254,44847,69219,64429
01007,9216,47755,54707,59183,71283
01008,722,48750,51207,63917,69063
01009,155,27083,27083,20074,
01010,2144,41936,46016,62045,77600
01011,850,31724,36193,48125,74844
01012,345,35750,36250,43000,47917
01013,11657,28976,33047,42821,48094
01020,16421,36423,41236,53885,63833
01022,1210,31250,38967,44018,66818
01026,514,30234,31328,26786,40750
01027,10729,40367,41753,45337,54865
01028,8582,47078,53794,63010,70226
01029,385,43625,46071,70833,53750
01030,6409,42603,49992,56029,75168
01031,674,31736,34559,39464,
01032,339,42014,43977,59038,52778
01033,4069,44084,53393,50564,66042
01034,1324,42074,49250,68750,85341
01035,2885,36584,41834,53478,51250
01036,2899,49213,57757,75536,68750
01037,356,52500,57869,61875,
01038,1754,43259,48102,54444,49306
01039,695,43125,44671,33750,69643
01040,18244,31909,37708,45783,58833
01050,1419,38750,40987,30962,57188
01053,766,38889,46563,58102,60833
01054,1176,36364,42466,41818,53750
01056,11667,42299,48200,57500,64232
01057,5232,44739,51140,50592,77650
01060,9870,28836,44644,39201,62763
01062,5709,40175,44030,43148,66129
01063,493,3568,,,
01066,0,,,,
01068,1127,39971,49375,57143,70417
01069,5175,34394,37254,42625,54637
01070,374,23182,31607,19375,52679
01071,725,40521,46833,47250,49583
01072,919,41563,49722,47679,63906
01073,3706,43022,54393,67361,75500
01074,346,28962,36763,,
01075,10897,29004,42094,52522,64211
01077,5103,49142,53095,52712,72049
01079,334,37833,37833,,
01080,1272,35046,39684,47813,58512
01081,1026,32262,35455,37813,55000
01082,5311,40856,43382,62885,68088
01083,1676,39440,48427,58021,
01084,103,35625,46667,,65625
01085,24058,32402,44070,60248,71364
01086,193,2798,,,
01088,270,29722,37750,38036,
01089,15841,32535,40174,60921,61277
01092,755,58926,59603,63750,
01093,218,31786,41591,46250,68750
01094,93,42321,48750,,69792
01095,8331,51765,58576,64583,77176
01096,1589,40148,45366,47500,68750
01097,14,29167,29167,,
01098,756,44000,48958,47917,59375
01103,1073,32473,42092,54038,63583
01104,10261,26233,30262,40160,44787
01105,4264,20437,21903,24779,57500
01106,8254,56332,64345,64413,85102
01107,4407,20629,24872,50855,103333
01108,12700,29111,32022,41389,53865
01109,12895,21245,30683,30716,48281
01118,7978,40383,45747,59218,65962
01119,6342,28991,36745,52846,54856
01128,1488,42500,46875,60524,42381
01129,3740,37724,41243,55750,62639
01151,4080,27062,30088,31807,43977
01199,0,,,,
01201,24683,32023,36736,45924,59817
01220,4520,35160,38167,39702,58011
01222,494,35410,35616,36250,
01223,1494,33587,36705,37857,41563
01224,139,,,,
01225,1889,37662,41287,48958,52255
01226,3940,36938,43104,77790,56935
01229,29,,,,
01230,4924,27242,35210,53750,50601
01235,1688,36471,40313,44125,91860
01236,756,25061,16984,27292,41442
01237,1372,40147,41250,40776,39632
01238,3287,34668,38785,67727,66207
01240,2104,37661,47917,40787,93622
01242,273,26387,26387,20595,
01243,184,34808,40192,71875,109531
01244,35,,,,
01245,496,34167,40956,33333,63125
01247,8129,26923,35553,41009,53859
01253,370,45804,46429,31250,59583
01254,574,41574,43214,30446,89688
01255,541,35260,40129,54583,66667
01256,441,35347,38250,46875,
01257,1134,31452,38200,64306,29911
01258,276,21429,23158,22438,
01259,289,41250,43583,52500,55417
01260,292,,53389,93542,
01262,601,16659,19583,36071,40391
01264,100,29167,30000,28750,40000
01266,805,32476,35054,45417,54773
01267,4942,11695,53500,43229,71435
01270,505,44271,47300,45938,82917
01301,9875,31369,35377,42535,49266
01330,888,37727,41515,44464,70833
01331,6908,36796,40894,57981,73041
01337,1384,38854,40729,55089,66875
01338,78,24167,24583,,48750
01339,690,31500,33869,23750,46667
01340,1100,27561,31007,27083,44583
01341,1181,42537,49300,53967,62679
01342,783,39276,46333,45329,75313
01343,19,65417,65417,,
01344,768,38958,40625,41875,62321
01346,228,40000,49688,51250,53333
01347,137,41162,40217,,
01349,845,30893,37344,50391,58500
01350,48,20000,20500,,
01351,1285,48256,49707,52692,53226
01354,1108,38333,41157,28750,43859
01355,566,40978,44095,52500,59375
01360,1805,41907,44863,62599,62799
01364,4009,31697,35610,36027,58190
01366,747,35466,38750,35179,73929
01367,303,25250,35000,36563,
01368,663,42723,44241,50781,62083
01370,2278,31907,38450,40313,61250
01373,2757,44375,50036,51130,64655
01375,2587,27345,39320,40441,39778
01376,2620,30944,32917,41217,46250
01378,442,30833,38068,31250,51250
01379,479,26078,27112,38333,31250
01420,21741,31193,38572,48822,74119
01430,3734,47140,53109,54572,71823
01431,1895,45724,49229,67250,85833
01432,5192,51685,57000,69608,86596
01434,775,21435,21265,60288,42500
01436,1881,34783,39618,45833,
01438,361,50564,,,
01440,10886,32830,37190,49821,57813
01450,6325,60039,68845,75094,111458
01451,2597,67628,77400,76824,117031
01452,2935,43750,56739,58144,77569
01453,23292,35730,40082,49051,65188
01460,5638,62870,70998,84538,91691
01462,6413,50448,56241,63315,85000
01463,6965,49227,55407,72753,95298
01464,3580,42969,48570,51599,82685
01467,217,,,27434,105455
01468,2469,41550,43514,58026,76364
01469,4471,43593,49402,63056,65714
01473,4380,52230,59833,69955,73801
01474,1049,48250,53558,,64074
01475,5940,38148,42030,55469,60577
01501,9446,51271,56807,64753,75489
01503,1787,47723,52350,67000,74375
01504,5977,42917,51875,67623,74297
01505,2677,52936,62070,73347,92031
01506,1979,47114,50444,73810,74583
01507,7798,52028,61789,78082,76557
01510,8398,39032,43030,54091,65242
01515,1326,40980,45156,60703,56000
01516,5282,43869,52953,76842,87243
01518,1935,50315,51758,51830,73308
01519,3966,50219,55313,74412,80543
01520,9146,53978,62984,63399,85222
01521,1479,43445,50608,63462,74583
01522,1666,58558,72780,78664,80658
01523,3979,46258,51089,68224,71563
01524,4373,32532,40583,58250,55682
01525,208,35105,35342,,
01527,8062,46563,52655,70347,76151
01529,1870,50000,54117,66042,103750
01531,701,51354,57784,63261,89167
01532,8982,56885,64919,71875,105181
01534,3757,50877,61471,86097,81329
01535,2720,38036,44149,46602,73750
01536,4560,56833,63978,77904,94306
01537,1316,45854,51597,76618,71286
01540,6607,43368,47658,62036,67136
01541,2089,63672,68589,69484,94479
01542,1401,42159,45076,52429,76000
01543,5186,51840,60386,67448,74848
01545,20301,57987,67399,74357,94303
01550,8996,31293,35012,53442,50202
01560,2439,52558,54790,69250,102250
01561,183,,,,
01562,6953,36879,41956,55069,73333
01564,4655,53435,63555,72957,98438
01566,3180,42475,52953,48897,90000
01568,4631,60150,64461,76354,96181
01569,8262,48133,53148,60944,87083
01570,9306,36407,41284,55127,61944
01571,6793,32823,44846,53993,71750
01581,10371,63531,70748,72229,100365
01583,3351,41150,46893,53889,85463
01585,2600,41316,43890,51475,59770
01588,5479,38626,43538,62366,80982
01590,5670,51044,59776,68448,82371
01602,13985,39193,46449,50310,75054
01603,9259,30481,34516,49979,51875
01604,19844,36095,40167,51870,65931
01605,13472,31148,36348,50220,58317
01606,10807,42212,47629,50882,72819
01607,4476,34620,38975,41535,69444
01608,1672,25194,26257,31923,42344
01609,11340,21989,43659,47174,73447
01610,12040,19965,32852,34667,52083
01611,1353,43352,51316,55764,83864
01612,2904,46009,66035,67076,83415
01701,20139,55738,62234,68182,84250
01702,23962,31801,39833,48690,82612
01718,565,50795,68382,,100602
01719,3622,56848,69444,69167,97222
01720,13016,72183,82776,82185,116861
01721,10871,62629,69227,76667,95976
01730,7702,74003,82579,86663,101703
01731,956,46786,55446,58750,105104
01740,2962,73464,82645,100227,105027
01741,2849,78048,100242,92935,133155
01742,9237,74615,81716,84886,106310
01745,327,52337,64833,,91607
01746,8820,63647,73282,75779,96587
01747,3320,55945,60368,76392,95592
01748,9843,78546,84961,84083,125431
01749,12071,44734,52673,72589,81406
01752,24816,41792,48850,68097,83742
01754,6456,53616,58953,72616,90691
01756,3676,53042,68010,81103,77644
01757,17170,43685,48556,59981,72038
01760,21332,63448,70118,70385,87700
01770,2448,83548,94301,89500,121313
01772,5592,60399,75896,79704,107279
01773,2619,84292,95795,69583,104407
01775,3991,69289,84022,104485,103056
01776,10074,83423,96644,100093,118958
01778,7699,79041,94931,84973,117500
01801,24822,47368,54550,64025,78156
01803,15123,59111,66217,83192,90242
01810,20329,69993,84308,86116,109286
01821,20132,48614,54960,62081,90984
01824,15129,63182,71245,82668,91573
01826,17972,44096,52743,69739,79338
01827,2030,57177,75061,93125,88250
01830,14564,35602,41899,58341,62961
01832,13242,38696,43235,54122,74533
01833,5381,60203,68239,86875,91950
01834,4032,40895,52031,74414,82955
01835,7970,41474,49889,69500,77798
01840,2299,24583,29014,49483,31827
01841,23923,25259,28084,40667,54792
01843,13826,28428,33018,50818,74083
01844,29824,37135,45116,56449,63908
01845,17728,54375,69200,79187,90104
01850,8584,29979,33389,46424,70399
01851,16625,32338,37989,52289,57288
01852,18639,36652,41309,52694,63787
01854,15939,25330,33172,42287,53054
01860,4118,50625,65604,69903,82983
01862,6364,41743,49327,64583,86280
01863,5385,60342,66039,80625,79113
01864,9480,55157,63802,80143,100667
01867,14403,62424,68503,79788,83096
01876,18276,52601,59409,74277,80243
01879,7835,50839,56898,68825,87440
01880,15797,52782,58083,67128,86343
01886,13702,69095,82481,80247,113003
01887,14629,51638,60216,69036,77000
01890,12105,79389,90341,91288,107472
01901,783,28550,27983,58889,
01902,25957,30292,33477,47177,59000
01904,10157,41290,47415,54934,72600
01905,13646,32879,36832,43750,53867
01906,16152,43245,50238,59850,73628
01907,8751,53951,66500,72954,82869
01908,2126,53056,59507,72054,86600
01913,10611,45858,52620,65636,67083
01915,25479,41675,53631,58354,79718
01921,4707,74757,86875,84365,107266
01922,1837,53776,59570,66672,47798
01923,15779,46255,53708,63725,82390
01929,2104,51164,59500,61023,75977
01930,16852,39455,43642,51262,74551
01937,66,,,,
01938,8119,47530,55395,67860,80962
01940,7767,63398,73293,78005,105162
01944,2880,61000,71672,63323,98348
01945,11428,62906,69854,76454,81250
01949,5320,42074,59481,73750,106080
01950,10841,56002,62389,72723,80726
01951,2481,47909,51660,71220,
01952,5301,40732,44261,59268,60391
01960,29281,40997,46949,57500,78867
01966,4107,42366,47737,51250,68021
01969,3682,48152,54276,82908,62279
01970,26706,35942,45980,58609,67261
01982,4174,52202,64479,64722,99688
01983,3350,60217,69879,82991,75966
01984,3328,13468,70821,81686,75815
01985,2779,53502,64808,73462,74135
02019,10621,51277,57176,73408,90234
02021,13215,60991,64427,75609,93413
02025,4414,72016,85241,107426,104853
02026,15056,53384,59542,74567,84690
02030,3100,84694,109397,130556,150761
02032,2703,72524,78589,91719,87386
02035,10024,54008,59983,69818,79198
02038,19692,56510,69135,73050,85969
02043,11697,71745,84071,94015,126946
02045,6511,50455,53187,62955,79267
02047,41,,,,
02048,15087,51846,59585,67763,87650
02050,14880,48698,57512,75186,86559
02052,6557,73635,98279,95402,109722
02053,8066,60738,69285,78773,83446
02054,4717,51813,61397,67545,88603
02056,6409,52427,63011,80568,101667
02061,5974,66376,78417,80875,97157
02062,17573,50075,55852,68350,82715
02066,10427,60270,69435,71042,102472
02067,10622,64962,77307,72407,102723
02071,939,24917,25120,76397,106696
02072,17161,38075,44077,59704,68941
02081,10658,54398,69475,83969,102745
02090,8521,75719,87279,91776,107216
02093,6958,51703,61575,82896,90833
02108,2575,69883,82145,81750,102115
02109,2937,70161,74362,68894,95417
02110,1441,102446,106058,139625,112955
02111,4498,35954,53813,66838,112750
02113,6174,63613,68101,69891,69826
02114,9904,68214,73516,71531,80713
02115,20177,8010,51500,54010,71141
02116,16256,64860,83984,84518,106345
02118,17030,59081,68151,86579,105250
02119,14282,27584,31471,34167,63036
02120,9246,16758,31204,38929,45143
02121,14230,25420,29641,41875,50653
02122,14659,32310,36540,51307,60335
02124,29792,33617,39893,53730,68067
02125,19310,37511,43239,53118,69986
02126,15986,31358,35374,49798,55302
02127,25437,64939,68863,75166,83385
02128,28650,30457,32807,50514,67847
02129,12275,72456,78583,84431,103516
02130,26412,50619,54607,53390,69723
02131,20059,40919,46117,53934,77656
02132,16801,56243,60379,64950,82940
02134,14134,35944,44213,46908,51656
02135,31696,43187,48719,52603,60941
02136,19728,33823,39456,56144,67434
02138,26425,35122,61154,56380,66198
02139,27787,41852,54381,51667,68897
02140,14121,56346,65513,66752,80435
02141,9357,52314,57758,59592,68339
02142,2306,59313,72898,60391,101295
02143,19925,49031,53209,55990,60885
02144,19670,54770,61648,61583,73559
02145,17288,41487,45122,56890,67105
02148,35087,36660,40669,53370,64932
02149,25608,31809,36347,48614,62750
02150,22338,29142,32061,52314,68083
02151,30171,32173,36890,51580,72878
02152,10881,47813,50297,64291,75954
02155,38994,48366,58499,64281,75148
02163,1923,23841,30851,31352,30500
02169,34378,44672,50167,59443,73320
02170,12165,41592,48612,67695,73167
02171,11524,45062,52171,62370,74653
02176,17209,59682,66170,71448,83438
02180,13281,54453,61131,71642,83036
02184,21274,52688,58796,70556,82894
02186,15761,55041,69860,83432,101676
02188,9392,43695,49283,57917,79750
02189,9565,41173,48645,63077,66367
02190,10447,50279,54499,69125,71857
02191,5001,43641,51226,59130,72951
02199,723,102660,103622,62955,153929
02203,0,,,,
02210,2782,95833,103466,109028,129881
02215,18983,6699,58136,61132,62715
02301,32670,31113,36094,51610,65294
02302,18022,36192,41264,57514,66957
02322,2737,34968,39537,53397,66607
02324,17158,30326,51157,60718,68125
02330,6300,37554,45214,65395,73352
02332,8047,61891,75232,76908,100108
02333,7973,42176,49211,65909,56492
02338,4768,39881,50072,55030,74304
02339,7980,61049,70685,76585,100625
02341,6739,46121,54892,58814,76250
02343,5766,40352,48024,60469,74878
02346,13842,42306,51405,66106,80938
02347,6885,49453,54874,59130,91976
02351,10384,43746,51567,68690,82247
02356,7943,53557,64107,78705,86814
02357,934,3394,,,
02359,11412,47529,55236,67212,74539
02360,33562,43010,50902,63398,79976
02364,7621,52204,59235,68581,68750
02366,62,2500,2500,,
02367,1734,49143,52326,57222,82679
02368,20012,36611,42426,57965,67407
02370,10380,46482,51649,54627,74688
02375,6137,46617,54483,64891,83264
02379,4055,44113,51900,58868,57045
02382,8984,41898,52635,61705,78148
02420,7616,93384,103739,91250,123936
02421,9943,83623,97173,81620,125223
02445,13277,61268,70950,59625,89796
02446,19352,53938,64847,57419,76321
02451,11621,51831,54566,61356,90592
02452,9986,30667,52069,64469,74643
02453,19236,40468,50035,62150,71264
02457,1349,2913,,,
02458,7522,60882,66622,72725,86284
02459,11020,74056,101278,79613,127313
02460,5820,60571,70112,64932,93446
02461,4474,76048,84384,71264,106824
02462,826,63043,90284,48056,123466
02464,1928,62959,64413,77557,81905
02465,6958,71392,85025,81484,111016
02466,5433,38184,64936,80243,91912
02467,13512,16807,76573,69306,95395
02468,3283,105175,116713,102604,131410
02472,23337,57009,61733,64563,76883
02474,17338,63259,67496,69853,86677
02476,9798,63768,70852,70913,89309
02478,14314,64426,73434,67910,92922
02481,8282,67830,119620,92353,148426
02482,5786,76210,101852,93542,125281
02492,11262,59763,85532,78438,118173
02493,5701,78494,101632,81162,149306
02494,5685,74456,82119,75491,102648
02532,7949,40549,49494,61458,77288
02534,528,28106,60833,30000,
02535,777,31042,33750,38365,67250
02536,10810,34706,40304,46467,62407
02537,3606,48390,56767,73802,77880
02538,2242,30849,38906,,65441
02539,1925,42883,44536,36604,220380
02540,4228,32359,37527,39469,56786
02542,435,32625,36346,31667,102813
02543,336,47764,47933,48053,57292
02553,0,,,,
02554,7077,42059,47308,55313,48458
02556,1438,53073,65341,88468,83036
02557,2538,54185,55820,65781,66833
02558,595,15082,15625,65462,
02559,2179,32969,42604,65461,49663
02561,257,44226,53578,44762,
02562,1965,45301,52926,62917,91406
02563,5829,40906,52949,64335,72214
02564,120,32788,33269,,
02568,2609,30582,31778,42026,54138
02571,5777,31224,36410,51642,73750
02575,1611,47139,52750,64087,73261
02576,2870,44467,49722,60523,82578
02584,12,,,,
02601,8621,27494,31327,36989,55417
02630,1122,44067,49583,75855,90568
02631,5325,35956,42773,39375,72544
02632,5979,41827,47375,54291,73203
02633,2154,31182,35264,36741,62273
02635,1665,41511,50486,67438,57232
02637,83,47417,47417,,73750
02638,1251,38984,40363,49141,67443
02639,1737,32023,37500,31164,44489
02641,108,,,21298,106250
02642,2403,31135,41990,50046,52891
02643,0,,,,
02644,2836,35097,38594,49531,78229
02645,5236,37454,41737,52143,64844
02646,844,30482,30800,,52045
02647,50,,,,
02648,4255,41425,49357,56141,71800
02649,7488,36571,41906,51782,62197
02650,363,49779,50089,,
02651,0,,,,
02652,412,33824,33824,,72868
02653,2795,31624,35430,52125,54861
02655,1704,45547,49537,65863,72333
02657,1946,31335,32283,40938,60139
02659,586,33750,40179,54219,
02660,3142,30995,34537,39167,42931
02663,17,,,,
02664,4887,34271,39439,53631,44917
02666,278,,18594,10942,60250
02667,2059,24301,38949,39531,
02668,1617,51875,67945,77760,71250
02669,67,26528,42604,,
02670,643,36315,39107,67813,63958
02671,392,27100,34583,37500,
02672,138,72800,73450,46125,
02673,5101,34264,38886,53702,55822
02675,3180,35996,40259,45781,63259
02702,2643,45031,52702,61250,73611
02703,25541,43584,50181,67563,78404
02713,24,53929,53929,56250,
02715,2110,56552,63611,57847,86394
02717,2809,45617,47712,54804,83769
02718,3803,42325,50583,67607,84868
02719,8523,40691,46956,54241,70613
02720,15642,35101,40107,57321,56646
02721,11952,30868,35483,40933,58417
02723,7245,31133,35845,51852,54107
02724,8516,28362,33639,44972,
02725,1149,36728,40840,52321,
02726,8483,40632,45321,54462,70880
02738,2439,39491,54119,56759,76875
02739,3706,49019,56174,74883,75909
02740,21733,28825,33896,47157,62566
02743,6095,38898,45115,57188,69083
02744,5261,29581,32457,48532,64844
02745,14141,37564,42440,55000,58787
02746,7206,25926,30318,36964,
02747,14436,26349,50554,60386,73800
02748,5966,45856,52700,62607,77196
02760,16306,45523,52467,66355,84493
02762,5595,47659,51671,70078,91456
02763,1147,57005,59015,57298,84896
02764,2635,41880,50394,72115,79663
02766,12909,41362,59895,74974,79097
02767,8459,46984,51862,61719,77647
02769,7356,45984,52622,54381,89375
02770,2911,51042,56932,70605,85117
02771,8884,50841,53107,57933,83143
02777,9171,41700,45610,58603,64349
02779,4013,47688,57637,69438,90865
02780,26833,37058,41904,52351,64944
02790,8754,43207,51189,57022,76771
02791,75,,,,53906
02802,265,38875,39600,105795,
02804,1212,44833,53310,63750,86085
02806,9037,61645,69434,68266,97212
02807,467,45402,46518,50278,79861
02808,1547,39135,42500,52303,53448
02809,13311,32018,47599,57650,71506
02812,697,52422,60463,52344,68971
02813,4537,35914,41404,42875,80799
02814,4493,45917,51893,68438,74239
02815,105,,,,218542
02816,18853,40107,45556,55221,69387
02817,3825,51539,55663,60948,89116
02818,10071,55262,63252,74648,86266
02822,4069,41305,51762,60821,73936
02825,3222,36974,42878,75529,66094
02826,350,44643,52232,,
02827,1324,42593,47647,65341,78229
02828,4314,46042,52236,63750,84135
02830,3356,45464,51250,80179,76985
02831,1809,54678,58361,54733,79141
02832,2692,43326,47367,83491,73683
02833,645,36164,43750,37031,78676
02835,2844,58235,66951,70147,86209
02836,187,36375,43143,,
02837,1949,34938,41278,50100,86028
02838,1972,32414,36822,52917,
02839,1051,31875,37841,,71250
02840,14460,33198,42400,49268,69708
02841,1632,38882,62131,61127,72167
02842,9173,36938,43850,53542,80500
02852,12314,46971,53473,62629,79924
02857,5617,44844,53596,60801,64388
02858,573,27904,41188,,
02859,4097,43194,44941,51284,82566
02860,25026,28496,32149,42259,63942
02861,14546,35485,38164,49596,70861
02863,9502,20879,22595,34872,28750
02864,19291,47739,53392,71155,81063
02865,9367,50854,57031,74365,81569
02871,9695,51448,61809,64398,103295
02872,164,30476,31250,22273,
02873,148,75450,75450,,
02874,3497,53213,65372,76875,91582
02875,374,63097,63507,,
02876,149,29653,36250,,
02878,8681,41625,45519,60000,80806
02879,11737,36028,48968,54641,75278
02881,5834,4628,51445,66429,
02882,8033,34241,57413,62083,90044
02885,6112,37194,39652,47956,72125
02886,15748,42236,46842,60354,64426
02888,11611,41347,46114,57761,72966
02889,15398,40187,43549,53255,65294
02891,12232,39335,44411,51012,78060
02892,2990,45325,52044,62639,71731
02893,16515,36464,41013,47452,68214
02894,508,27339,51510,,
02895,20410,31149,34680,45380,72951
02896,6844,50365,53424,73168,77031
02898,1091,33850,37110,44861,88750
02903,6200,18221,44945,43190,69646
02904,15362,32317,38688,48030,57375
02905,13429,25088,32516,38810,69214
02906,18128,35409,53548,45327,72651
02907,14615,21654,26213,32907,60205
02908,19466,27433,36798,41057,65398
02909,19639,27525,30717,35310,53000
02910,12573,37511,41628,54071,63034
02911,8913,39283,48032,56496,71558
02912,1139,3267,31563,,
02914,11670,33605,38311,46572,62962
02915,9417,39473,42989,53110,73960
02916,5105,48706,52742,58083,67179
02917,8132,36393,56710,60331,87262
02919,16030,42121,46085,57232,68338
02920,19035,36193,41137,54610,66658
02921,6937,51650,61638,72775,85417
03031,6647,55232,72444,83636,83952
03032,3526,45477,51754,72750,76932
03033,3060,62015,67926,69300,96917
03034,2463,45494,51898,82552,76571
03036,3244,60833,67307,89712,77436
03037,2764,44013,49560,51852,81066
03038,21017,38619,46367,57288,71920
03042,4339,41473,49621,62146,80815
03043,1053,44844,50956,61500,66000
03044,2930,48904,53279,69419,70905
03045,8279,43992,50325,56201,70430
03046,1750,48362,57500,70250,81845
03047,979,39821,46806,46071,57500
03048,2152,38961,41745,61000,62625
03049,4549,57745,74926,75431,112120
03051,15474,43640,53381,65679,85255
03052,5304,46462,60512,62188,87740
03053,15545,45492,53435,72512,74864
03054,16043,49675,54684,69229,95948
03055,9240,40291,44818,56902,57538
03057,1589,41138,51368,63125,94861
03060,17239,32338,37368,50072,68850
03062,16903,50037,56009,66808,92544
03063,10458,41763,48041,54934,83149
03064,8503,33241,40007,58750,68981
03070,3286,51067,55636,61860,71688
03071,3092,42005,51962,51143,54063
03076,8166,48475,54779,72375,91275
03077,6124,43204,47611,62518,73460
03079,17788,42805,50547,61282,74122
03082,986,51207,52263,60833,74038
03084,769,38836,44417,59145,88750
03086,2350,44500,48412,71875,41786
03087,8219,62620,72802,84191,110962
03101,1672,33512,34307,55417,86250
03102,19716,31407,36914,46397,48750
03103,20419,31763,37251,52806,52550
03104,20177,36447,41763,47896,60027
03106,8924,37987,50410,60968,65787
03109,6612,45478,52119,59981,84138
03110,12468,63447,70873,83005,102500
03215,106,40417,66250,,103125
03216,1622,38909,42488,42159,47471
03217,1236,26393,30857,30238,52000
03218,468,32095,31655,,
03220,4361,37463,44462,50234,80385
03221,1289,33616,40171,34125,50882
03222,3342,30228,34438,42917,45417
03223,2378,27005,36968,43889,68818
03224,1537,40952,46296,46528,63281
03225,2369,35837,40996,43382,63375
03226,547,40699,44583,45313,68125
03227,534,35114,37216,45278,55625
03229,3403,48856,51294,85024,65714
03230,767,37267,38681,47500,49167
03231,123,,65227,,
03233,38,109286,109286,,
03234,2703,41632,48488,54722,60898
03235,4793,31388,37598,50264,48920
