ZipCode,NonHispanic,WhiteAlone,AfricanAmericanAlone,AmericanIndianAlaskaNative,AsianAlone,NativeHawaiianPacificIslander,OtherNonHispanic,Hispanic
63388,644,643,1,0,0,0,0,0
63433,33,33,0,0,0,0,0,0
63440,869,861,4,0,0,0,4,121
63472,665,607,16,0,0,0,42,0
63474,417,417,0,0,0,0,0,0
63540,129,129,0,0,0,0,0,0
63547,373,354,6,0,0,0,13,19
62246,9472,8185,960,44,175,0,108,444
62262,1503,1372,82,3,46,0,0,0
62274,7490,5733,1625,0,81,0,51,367
62297,251,251,0,0,0,0,0,0
62314,524,509,0,0,0,0,15,0
62356,465,438,0,0,26,0,1,0
62361,522,520,0,2,0,0,0,0
62379,1649,1634,0,2,6,0,7,76
62414,1992,1984,4,0,0,0,4,1
62450,11990,11605,130,42,152,0,61,240
62417,3252,3249,0,3,0,0,0,29
62427,1690,1631,0,10,2,12,35,0
62439,6949,6617,10,21,41,0,260,217
62510,1536,1493,10,0,0,0,33,2
64783,974,974,0,0,0,0,0,13
64784,1126,1110,4,0,7,0,5,0
64856,3691,3410,18,52,50,11,150,95
64015,29326,25584,1829,91,637,0,1185,1893
64021,594,578,1,9,0,0,6,3
64036,332,310,10,7,0,0,5,11
64037,5697,5402,216,0,0,0,79,246
64118,38349,30490,4459,345,1351,333,1371,4357
64124,6834,3203,2478,77,717,0,359,3792
64149,343,340,0,3,0,0,0,12
64153,4977,4314,431,0,197,0,35,257
64453,188,188,0,0,0,0,0,3
64423,820,791,7,0,14,0,8,5
64430,732,720,0,0,10,0,2,10
64431,335,328,0,0,0,0,7,1
64454,2316,2306,3,7,0,0,0,21
64463,1624,1561,5,14,15,0,29,23
64481,926,910,3,1,1,0,11,12
64485,7837,7765,23,25,17,0,7,81
64492,1885,1784,64,7,7,0,23,17
64494,832,825,4,1,0,1,1,17
64074,808,754,0,12,0,42,0,1
64011,3184,2972,0,0,9,24,179,53
64018,894,885,0,0,0,0,9,21
64020,3756,3700,1,7,8,9,31,27
64035,1085,1065,0,9,0,0,11,19
64040,6423,6201,66,0,0,0,156,73
64048,4194,4159,0,17,0,0,18,23
64071,562,440,79,3,0,0,40,9
64001,615,593,17,0,0,0,5,4
64089,12813,11696,33,28,377,0,679,97
64101,278,127,143,8,0,0,0,0
64108,5986,3806,1636,17,236,42,249,1813
64120,215,190,20,0,5,0,0,168
64133,32133,19612,11441,40,231,0,809,3030
64146,1500,1118,283,0,0,0,99,6
64152,28101,25404,1009,111,587,6,984,1130
64155,21254,18778,1455,58,393,24,546,1663
64158,4727,4073,313,0,189,0,152,314
64437,641,632,0,0,9,0,0,0
64440,582,558,0,0,0,0,24,10
64442,837,834,0,0,0,0,3,4
64075,11975,11572,141,0,17,0,245,474
64053,4542,3856,443,69,51,0,123,919
64068,36395,34066,1270,111,212,8,728,2044
64072,497,480,7,0,7,0,3,6
64076,8645,8345,99,5,87,0,109,120
64081,23187,19850,2031,170,593,171,372,901
64083,22006,19017,2120,187,210,19,453,833
64086,22288,19222,1763,59,449,0,795,889
64096,1100,1005,64,0,0,0,31,78
64012,24958,23094,707,26,376,0,755,2232
64022,151,151,0,0,0,0,0,2
64024,16527,15575,478,12,177,0,285,445
64625,450,429,0,11,4,0,6,0
64030,22531,11457,9229,17,429,0,1399,2619
64643,1185,1162,0,0,0,0,23,17
64498,270,267,0,2,1,0,0,0
64638,804,766,3,35,0,0,0,0
62830,1231,1170,0,0,12,0,49,14
62833,371,371,0,0,0,0,0,0
62849,2089,2035,5,22,17,0,10,11
62401,18084,17535,119,21,163,15,231,638
62428,2803,2779,2,0,9,3,10,0
62468,2469,2364,7,9,0,0,89,45
62474,959,958,0,0,1,0,0,11
62476,1567,1532,9,0,0,0,26,23
62480,470,463,7,0,0,0,0,0
62520,1612,1596,3,0,0,0,13,25
62530,1444,1432,0,0,9,0,3,14
62942,558,556,0,0,0,0,2,0
62947,449,446,0,0,3,0,0,0
62951,4465,4410,2,24,29,0,0,70
62958,2097,1868,68,2,93,2,64,49
62972,1039,1027,0,0,12,0,0,0
62975,325,325,0,0,0,0,0,0
62997,598,591,0,0,7,0,0,0
62610,125,125,0,0,0,0,0,0
62928,183,183,0,0,0,0,0,0
62914,2688,795,1739,38,0,0,116,50
62917,2212,1898,207,4,39,0,64,63
62924,2769,2654,27,17,8,0,63,179
62931,1421,1400,2,11,0,0,8,24
62034,13401,12035,746,0,306,22,292,266
62049,8653,7272,1232,17,0,0,132,293
62056,8405,8195,134,17,5,0,54,169
62065,179,179,0,0,0,0,0,0
62080,2433,2404,8,0,0,0,21,0
62083,237,208,0,0,29,0,0,0
62090,1260,39,1187,0,11,0,23,33
62203,8174,381,7709,3,41,0,40,90
62217,748,693,0,0,0,0,55,0
62218,1816,1815,0,0,1,0,0,4
62221,28613,19570,7344,20,718,0,961,1336
62232,6201,5703,310,0,17,0,171,504
62233,9118,6570,2471,0,23,0,54,562
62240,1515,1460,49,0,0,0,6,212
62244,896,891,0,0,0,0,5,1
62245,1650,1644,0,6,0,0,0,42
62254,6221,4959,1123,0,0,0,139,71
62279,7,7,0,0,0,0,0,0
62298,16346,15980,53,0,169,0,144,262
62301,31445,27956,2277,41,330,39,802,633
62313,378,375,1,0,0,0,2,0
62346,189,187,0,0,0,0,2,0
62355,747,736,0,0,4,0,7,7
62363,5706,5483,190,3,6,0,24,52
63555,3165,3074,49,0,0,0,42,0
63556,2864,2637,158,21,4,12,32,1118
63559,1403,1374,0,0,18,0,11,73
63566,120,102,0,0,0,0,18,0
63627,3345,3282,0,0,12,0,51,71
63089,5409,5212,101,16,0,0,80,0
63940,1344,1340,0,0,0,0,4,0
63106,11325,469,10694,6,0,0,156,84
63110,17524,10700,5598,2,823,0,401,684
63877,3539,2884,507,0,0,0,148,132
63025,13932,13287,80,0,351,30,184,402
64647,322,322,0,0,0,0,0,0
64650,586,560,21,0,0,0,5,51
64668,1634,1587,16,0,0,0,31,6
64679,793,757,0,6,0,0,30,7
64720,3458,3393,14,0,5,0,46,116
64741,220,220,0,0,0,0,0,0
64748,1318,1186,7,80,0,6,39,65
64762,1538,1418,0,38,0,0,82,0
64788,1685,1655,0,0,16,0,14,47
64801,34594,31227,809,725,340,0,1493,1685
64830,687,662,3,8,0,0,14,23
64834,10034,9084,46,52,402,0,450,130
64840,3045,3009,0,27,0,4,5,20
64842,723,611,0,39,58,0,15,93
64844,4879,4526,6,114,23,0,210,65
64848,599,599,0,0,0,0,0,2
64862,3223,3122,15,35,0,0,51,39
64867,1123,1010,6,0,0,65,42,1
64874,748,694,0,7,34,0,13,19
64090,110,107,0,0,0,0,3,0
64056,15278,12717,1616,108,71,396,370,1598
64058,7041,6266,429,0,81,143,122,101
64097,1264,1213,22,0,0,0,29,60
64112,8126,7226,416,0,249,0,235,226
64114,23140,19098,2737,42,290,14,959,1265
64129,7773,3530,3992,21,50,8,172,1108
64132,14120,2141,11538,9,26,0,406,697
64147,562,162,346,0,0,0,54,19
64157,18760,16466,830,15,427,0,1022,1158
64164,213,213,0,0,0,0,0,0
64192,0,0,0,0,0,0,0,0
64402,2672,2605,21,5,19,0,22,59
64427,636,627,0,0,0,0,9,2
64429,12858,10930,1300,142,49,20,417,310
64434,455,449,0,0,0,0,6,0
64444,1261,1191,2,8,13,0,47,21
64016,4722,4506,30,10,12,6,158,78
64057,13266,11479,1113,119,91,33,431,1170
64061,2946,2697,48,25,0,151,25,82
64064,17158,15046,1463,22,170,0,457,623
64077,1538,1500,0,20,4,0,14,8
64088,1245,1233,0,0,9,0,3,11
64119,25590,22115,1643,123,818,0,891,2258
64137,9821,5703,3454,18,381,38,227,825
64449,528,525,3,0,0,0,0,0
64456,1423,1402,7,1,0,0,13,6
64471,424,424,0,0,0,0,0,4
64474,863,852,0,0,1,0,10,7
64477,3384,3190,127,20,0,5,42,149
64484,1048,1009,0,0,2,4,33,7
64490,1907,1892,5,3,0,0,7,17
64493,508,499,2,0,1,0,6,50
64501,11423,9140,1380,22,50,176,655,1269
64503,11200,10371,386,13,39,0,391,1031
64635,546,541,4,1,0,0,0,15
64504,10239,9420,457,18,109,0,235,882
64506,23165,20112,1803,89,537,16,608,1139
64622,481,477,0,0,0,0,4,0
64034,8175,7746,163,75,91,0,100,545
63031,45969,26666,16045,150,766,39,2303,1450
63036,811,811,0,0,0,0,0,64
63060,2063,2047,0,0,0,0,16,16
63070,7875,7274,368,11,0,0,222,245
63091,1528,1451,0,38,27,0,12,6
63105,17810,13744,1184,22,2405,2,453,523
63112,18235,4119,12888,60,621,0,547,509
63114,31164,19296,9828,116,697,0,1227,4323
63119,33492,29305,2588,18,864,0,717,627
63125,32295,29074,1678,128,641,0,774,736
63130,27927,15010,10589,117,1384,8,819,982
63135,21374,5918,14227,28,200,15,986,495
63143,9282,7168,1571,0,204,0,339,290
63146,29522,21657,3839,71,3219,0,736,656
63304,40267,36864,1324,62,1319,0,698,1010
63348,6746,6639,81,0,5,0,21,95
63357,5213,5148,24,0,23,15,3,118
63382,4905,4121,553,9,30,8,184,30
63431,230,230,0,0,0,0,0,0
63469,1139,1119,18,0,0,0,2,0
63530,1174,1127,9,0,16,0,22,23
63531,345,345,0,0,0,0,0,3
63107,9444,583,8698,0,3,9,151,46
63113,11277,309,10773,5,54,0,136,94
63117,8706,6796,1008,4,687,0,211,272
63120,8650,155,8311,0,82,0,102,41
63139,21167,17416,1977,28,881,0,865,766
63147,9906,343,9311,58,0,0,194,26
63330,162,162,0,0,0,0,0,0
63333,774,741,1,8,0,0,24,0
63341,3635,3595,19,0,0,0,21,28
63343,4369,4106,119,39,0,15,90,34
63345,691,593,91,1,0,0,6,0
63359,1386,1321,23,4,0,0,38,17
63381,694,694,0,0,0,0,0,0
63384,1656,1611,30,0,0,10,5,51
63534,778,778,0,0,0,0,0,10
63536,1086,1084,0,0,0,0,2,0
63538,392,374,18,0,0,0,0,0
63539,217,201,0,16,0,0,0,4
63663,639,601,0,23,0,0,15,39
63629,1393,1340,0,10,0,10,33,29
63633,609,587,22,0,0,0,0,40
63654,639,639,0,0,0,0,0,25
63665,270,270,0,0,0,0,0,0
63750,5,5,0,0,0,0,0,0
63771,2863,2615,197,0,0,0,51,126
63774,144,144,0,0,0,0,0,0
63825,4491,4450,14,0,3,0,24,17
63847,195,195,0,0,0,0,0,0
63852,1034,982,0,0,21,0,31,37
63857,11638,9631,1556,107,17,0,327,714
63869,3434,2508,899,0,0,0,27,22
63880,145,125,20,0,0,0,0,0
63957,5845,5669,41,10,45,0,80,59
63932,1235,1110,87,0,0,0,38,71
63942,699,699,0,0,0,0,0,10
63953,1632,1580,0,0,0,0,52,127
63656,377,366,0,0,0,0,11,0
65783,117,117,0,0,0,0,0,0
65793,6274,6100,1,6,7,0,160,142
65804,36835,34454,692,153,911,27,598,931
65788,414,394,0,0,0,0,20,0
65790,896,872,0,0,0,0,24,33
65018,6932,6585,155,33,22,0,137,622
65046,1331,1262,37,6,0,0,26,32
65047,1309,1296,0,0,13,0,0,63
65049,6582,6309,72,19,13,0,169,51
65061,765,724,0,1,0,0,40,9
65064,465,453,0,5,0,0,7,0
65081,4159,3731,391,4,0,0,33,62
65324,1320,1284,0,29,0,0,7,17
65250,601,583,0,0,0,0,18,14
65251,21354,19232,1478,43,190,12,399,380
65323,877,844,0,7,0,0,26,22
65334,979,951,21,0,0,0,7,22
65473,12922,8464,2886,210,602,66,694,2960
65567,1308,1284,0,0,0,0,24,12
65588,2738,2544,0,30,0,0,164,53
65622,8546,8212,2,152,17,0,163,252
65641,1044,1008,0,9,0,0,27,18
65655,2971,2871,3,32,0,0,65,37
65657,148,148,0,0,0,0,0,0
65663,2720,2658,0,6,23,0,33,94
65669,1928,1914,0,0,0,0,14,120
65680,1116,1023,0,31,0,0,62,0
65685,706,696,0,0,0,0,10,0
65706,15436,14736,138,120,87,48,307,254
65713,2408,2386,3,6,2,0,11,54
65728,0,0,0,0,0,0,0,0
65733,794,775,0,0,0,0,19,0
65737,8295,7954,4,131,37,0,169,247
65739,1040,1026,0,0,14,0,0,0
65744,80,80,0,0,0,0,0,0
65774,1107,1064,0,6,0,0,37,17
65777,437,392,0,0,0,0,45,0
65806,11258,9379,1027,86,551,0,215,690
65809,11462,10995,53,26,163,0,225,240
65457,106,106,0,0,0,0,0,9
65401,32399,29034,1080,172,1650,0,463,822
65443,101,101,0,0,0,0,0,0
65446,277,267,0,0,0,0,10,0
65462,1391,1349,9,16,0,0,17,60
65486,3695,3672,0,0,13,0,10,45
65548,5551,5389,0,79,42,0,41,103
65555,1174,1150,0,0,3,0,21,41
65557,114,114,0,0,0,0,0,0
65570,637,606,0,0,0,0,31,0
65591,1903,1903,0,0,0,0,0,0
66024,623,544,55,13,0,0,11,41
66218,7907,7639,49,10,98,0,111,389
66514,794,707,9,0,37,24,17,243
66549,1591,1582,4,0,0,0,5,48
66622,94,58,2,0,34,0,0,6
66031,550,325,112,24,8,0,81,91
66045,1966,1426,213,30,205,0,92,193
66621,590,394,49,0,74,0,73,99
66728,29,29,0,0,0,0,0,0
66873,235,232,0,0,0,0,3,20
66770,1088,1005,18,57,0,0,8,36
66870,134,132,0,0,0,0,2,0
65048,164,164,0,0,0,0,0,0
65050,856,832,7,17,0,0,0,3
65063,3632,3567,15,21,0,0,29,27
65065,6288,5995,114,156,0,0,23,627
65069,635,635,0,0,0,0,0,0
65072,1277,1219,38,20,0,0,0,1
65077,397,359,0,0,0,0,38,0
65109,38124,32688,3331,29,956,14,1106,1293
65201,42921,33992,3586,119,2843,157,2224,2238
65236,1516,1388,66,0,0,0,62,0
65239,1330,1316,0,0,0,0,14,45
65257,1445,1425,7,6,0,0,7,20
65265,14447,13011,700,37,16,7,676,612
65032,1671,1639,0,11,0,0,21,0
65035,2075,2075,0,0,0,0,0,0
65037,4465,4303,45,0,60,0,57,0
65041,5384,5235,13,9,17,0,110,45
65051,4740,4530,24,86,9,0,91,73
65068,723,686,0,0,13,0,24,6
65074,2714,2680,0,2,0,0,32,9
65078,3911,3823,12,0,0,0,76,126
65246,33,31,2,0,0,0,0,0
65010,6092,5873,24,0,11,0,184,105
65013,2670,2633,0,5,22,0,10,57
65016,1423,1423,0,0,0,0,0,0
65274,1795,1753,26,0,6,0,10,41
65339,527,514,0,0,2,0,11,0
65320,45,45,0,0,0,0,0,0
65332,1398,1360,13,0,3,0,22,8
65337,1220,1191,14,3,0,0,12,835
65606,3124,3011,11,60,28,0,14,47
65650,1732,1731,0,0,0,1,0,0
65017,859,841,0,18,0,0,0,20
65023,1784,1758,0,20,0,0,6,32
65075,914,894,7,0,1,0,12,13
65080,1167,1146,21,0,0,0,0,0
65083,336,336,0,0,0,0,0,0
65244,362,353,0,0,0,0,9,17
65258,437,437,0,0,0,0,0,0
65270,16754,14645,1390,108,114,15,482,368
65280,292,292,0,0,0,0,0,0
65281,2772,2614,79,3,0,0,76,30
65283,429,423,0,0,6,0,0,0
65287,329,321,0,1,0,0,7,13
65344,226,206,2,10,0,0,8,1
65354,529,517,8,0,4,0,0,137
65360,5200,5023,38,0,1,0,138,46
65653,5809,5522,64,16,55,0,152,172
65731,541,541,0,0,0,0,0,20
65656,4442,4338,0,21,0,0,83,35
65658,1220,1182,0,8,0,0,30,14
65753,4893,4610,107,9,0,0,167,231
65686,4986,4900,5,0,0,28,53,119
65710,1112,1096,5,10,0,0,1,4
65738,18308,17259,289,18,310,0,432,506
65756,746,746,0,0,0,0,0,0
65011,2756,2625,12,0,114,0,5,6
65025,758,737,11,0,6,0,4,4
65039,2660,2545,0,0,34,0,81,49
65052,3415,3321,0,0,0,0,94,87
65066,6126,6068,15,0,11,0,32,106
65079,3655,3563,14,0,47,0,31,17
65084,6416,6121,91,100,0,0,104,176
65026,11247,10813,6,161,80,0,187,302
65043,10426,9364,287,163,176,213,223,83
65058,839,824,6,0,0,0,9,4
65059,845,834,0,0,0,0,11,0
65076,746,730,1,0,14,0,1,0
65082,1146,1074,25,33,1,0,13,3
65085,1238,1226,9,0,0,0,3,21
65202,46755,36030,6761,49,1633,8,2274,1805
65233,11632,9997,1089,31,24,13,478,311
65237,935,916,2,5,0,0,12,2
65676,398,389,0,0,0,0,9,0
65543,181,181,0,0,0,0,0,0
65529,224,224,0,0,0,0,0,0
65535,1671,1659,0,0,0,0,12,27
65542,6004,5382,492,94,5,0,31,115
65566,806,776,0,0,0,0,30,24
65582,2451,2413,21,8,0,0,9,0
65583,10861,9065,1140,34,251,0,371,624
65610,4786,4745,5,4,0,0,32,151
65611,1945,1881,11,0,8,0,45,21
65631,5473,5390,26,0,11,0,46,44
65633,3941,3758,12,99,6,0,66,30
65230,736,674,14,0,3,0,45,18
65648,5928,5806,33,41,3,0,45,145
65649,1579,1557,0,0,0,0,22,36
65661,2671,2613,1,26,0,5,26,84
65707,2281,2172,62,2,0,0,45,0
65720,876,856,0,0,0,0,20,0
65721,29611,28578,270,69,157,0,537,819
65730,40,40,0,0,0,0,0,0
65735,38,38,0,0,0,0,0,13
65742,13067,12608,18,107,174,0,160,228
65746,8477,8282,59,42,9,23,62,175
65752,352,350,0,0,0,0,2,0
65772,1725,1686,20,7,0,0,12,37
65810,22115,19771,814,114,916,28,472,629
65276,1541,1513,17,0,0,0,11,0
65279,1753,1732,17,0,2,0,2,16
65284,1963,1931,8,14,0,0,10,41
65285,641,620,0,21,0,0,0,44
65286,138,138,0,0,0,0,0,0
65305,3588,2930,392,0,80,0,186,441
65325,3338,3336,0,0,1,0,1,99
65327,226,218,0,0,0,0,8,0
65329,427,424,0,0,0,0,3,0
65335,142,142,0,0,0,0,0,0
65338,2687,2607,6,25,12,10,27,57
65351,2554,2493,22,6,5,0,28,26
65349,2518,2187,113,0,12,7,199,21
65350,2232,2119,15,0,6,0,92,39
65802,44464,40180,1844,419,426,0,1595,2424
65444,1158,1153,0,5,0,0,0,8
65468,153,122,0,31,0,0,0,0
65534,1282,996,19,34,54,0,179,41
65536,28540,27301,181,107,82,6,863,692
65559,8336,7928,43,122,8,0,235,275
65603,172,167,0,0,5,0,0,0
65613,17278,16534,272,158,15,15,284,479
65629,705,705,0,0,0,0,0,5
65635,593,513,13,0,0,0,67,6
65667,3163,2951,25,22,88,0,77,29
65674,2937,2855,17,29,1,0,35,13
65541,212,212,0,0,0,0,0,19
65552,2055,1926,0,55,42,0,32,15
65556,6176,5964,62,8,26,0,116,71
65560,14169,13577,70,92,72,0,358,192
65565,5015,4804,20,0,2,0,189,45
65590,1198,1198,0,0,0,0,0,0
65604,3550,3437,19,8,40,0,46,53
65609,801,789,0,7,0,0,5,16
65620,252,252,0,0,0,0,0,0
65644,1929,1853,0,0,22,0,54,0
65652,4103,3894,135,6,0,0,68,55
65662,1309,1260,0,0,11,0,38,9
65764,1540,1439,0,0,0,0,101,0
65771,1314,1250,0,0,2,17,45,14
65778,434,417,0,10,0,0,7,25
65791,4803,4561,5,64,16,27,130,97
65681,1576,1558,18,0,0,0,0,38
65682,1892,1799,7,21,3,0,62,86
65692,1406,1365,0,0,0,0,41,18
65702,304,304,0,0,0,0,0,0
65712,8374,8036,140,59,9,0,130,214
65717,2940,2819,22,13,0,0,86,72
65722,1600,1540,3,25,32,0,0,80
65727,116,116,0,0,0,0,0,0
65740,2981,2829,0,48,31,0,73,283
66032,4837,4661,27,144,0,0,5,131
66041,671,669,1,0,0,0,1,0
66043,10090,7687,1248,12,299,0,844,1027
66047,18676,14825,763,455,1641,0,992,1252
66048,33528,26978,4224,181,493,36,1616,2644
66053,7080,6776,60,22,19,0,203,336
66054,2822,2795,5,0,0,0,22,92
66060,1370,1229,18,1,0,0,122,13
66103,9481,6863,1424,9,669,0,516,4089
66112,11249,5046,5030,132,578,157,306,1980
66208,20819,20096,109,13,360,11,230,475
66224,13472,11762,176,0,1123,0,411,491
66411,1274,1245,0,0,0,0,29,0
66412,148,148,0,0,0,0,0,0
66432,305,283,0,22,0,0,0,12
66438,130,113,0,0,0,0,17,0
66451,1566,1485,2,3,5,0,71,29
66522,58,58,0,0,0,0,0,0
66540,377,344,0,30,0,0,3,7
66712,1675,1637,0,9,0,0,29,48
66546,1191,1157,12,0,0,0,22,28
66604,20458,17434,1682,133,398,0,811,2198
66614,29298,25080,1678,354,817,0,1369,2882
66753,1230,1212,2,4,0,0,12,8
66760,0,0,0,0,0,0,0,0
66761,218,218,0,0,0,0,0,0
66762,23118,20526,776,134,771,0,911,1815
66771,866,806,0,0,12,0,48,61
66781,936,925,0,1,0,0,10,19
65754,1030,1030,0,0,0,0,0,11
65761,1053,1045,0,0,0,0,8,5
65768,473,469,4,0,0,0,0,0
65301,31094,28724,1253,43,181,0,893,2736
65330,415,415,0,0,0,0,0,0
65333,570,562,0,0,2,0,6,13
65340,13611,11878,922,71,181,240,319,2242
65345,281,281,0,0,0,0,0,0
65348,1407,1330,1,1,4,0,71,1
65438,2384,2357,9,4,0,0,14,71
65449,209,181,0,0,0,0,28,0
65452,2989,2765,6,18,14,0,186,81
65470,899,884,3,0,0,0,12,56
65769,2315,2299,0,10,0,0,6,249
65779,1641,1596,0,28,8,0,9,43
65787,1428,1425,0,0,0,0,3,123
65803,39533,35868,1917,82,334,63,1269,1490
65256,1656,1612,9,9,17,0,9,39
65261,770,756,8,4,0,0,2,0
65264,701,670,19,0,0,8,4,0
65278,107,104,3,0,0,0,0,12
65322,564,563,1,0,0,0,0,17
65336,5053,4363,365,0,109,4,212,519
65347,623,596,23,0,4,0,0,6
65355,10112,9742,28,70,0,0,272,220
65440,432,432,0,0,0,0,0,0
65456,1034,1034,0,0,0,0,0,0
65464,1136,943,0,144,0,0,49,0
65786,2237,2044,8,31,51,0,103,29
65770,3353,3302,0,3,29,6,13,18
65054,664,664,0,0,0,0,0,0
65624,1509,1492,0,0,0,0,17,0
65729,216,161,0,0,0,0,55,88
65708,10855,10260,0,9,121,0,465,2934
65715,31,31,0,0,0,0,0,0
65724,1418,1393,0,0,0,0,25,0
65760,478,478,0,0,0,0,0,3
65762,412,412,0,0,0,0,0,0
65784,16,16,0,0,0,0,0,0
65807,55623,48855,2456,257,1528,37,2490,2681
65231,3059,2904,103,5,3,0,44,187
65262,922,894,27,0,1,0,0,73
65282,119,119,0,0,0,0,0,0
65001,239,239,0,0,0,0,0,0
65608,8925,8878,10,14,9,0,14,178
65690,182,182,0,0,0,0,0,7
65734,2477,2186,0,122,80,0,89,663
65014,1996,1963,0,0,0,0,33,34
65020,16136,15710,143,29,34,0,220,237
65053,1637,1614,0,7,0,0,16,50
65024,1153,1142,0,0,0,0,11,14
65034,1024,991,0,0,0,0,33,0
65040,1365,1288,0,35,0,0,42,0
65062,51,51,0,0,0,0,0,0
65067,370,370,0,0,0,0,0,0
65101,29238,22725,5584,112,85,0,732,760
65203,56072,45288,5049,150,3208,27,2350,1716
65232,274,274,0,0,0,0,0,0
65240,8599,8330,195,5,0,0,69,85
65243,2331,2259,18,24,6,0,24,66
65254,2039,1893,86,0,0,0,60,35
65255,3981,3790,13,0,135,0,43,24
65260,505,497,0,0,0,0,8,0
65263,1822,1813,0,0,0,0,9,43
65634,641,620,2,9,0,0,10,0
65704,3430,3324,0,24,0,0,82,131
65215,244,225,7,0,4,0,8,8
65584,9828,6824,1870,65,423,0,646,1853
65586,75,75,0,0,0,0,0,0
65654,144,139,0,1,0,0,4,35
65247,684,671,0,0,0,0,13,0
65714,32060,30446,142,187,320,44,921,1051
65580,675,667,0,0,0,0,8,26
65618,308,308,0,0,0,0,0,0
65647,2067,1923,6,4,99,0,35,45
65745,3011,2736,2,85,0,0,188,35
65789,1591,1591,0,0,0,0,0,75
65321,494,490,4,0,0,0,0,0
65612,1041,999,0,42,0,0,0,0
65664,165,165,0,0,0,0,0,0
65755,486,454,0,0,32,0,0,0
68030,706,669,0,36,0,0,1,31
68069,2746,2657,0,10,35,0,44,88
68343,827,818,0,0,0,0,9,162
68354,926,919,0,4,3,0,0,26
68402,1376,1369,0,2,0,2,3,11
68436,484,484,0,0,0,0,0,22
68016,447,438,0,0,2,0,7,3
68844,307,298,0,1,0,0,8,2
68869,2022,1965,0,0,0,0,57,83
68627,653,616,14,0,0,0,23,12
68358,1880,1809,0,63,3,0,5,46
68418,1124,1103,0,0,0,0,21,28
68445,101,101,0,0,0,0,0,4
68524,5404,4671,306,52,82,12,281,673
68727,806,803,0,3,0,0,0,8
68947,591,578,8,0,0,0,5,26
68974,168,168,0,0,0,0,0,6
68301,1402,1395,0,0,0,0,7,16
68652,571,562,4,0,1,0,4,30
67491,380,356,0,0,0,0,24,6
67505,2381,2260,65,20,28,0,8,113
67514,877,858,1,5,2,0,11,30
67515,33,33,0,0,0,0,0,0
67522,1924,1898,0,5,2,0,19,37
67525,897,886,0,0,0,0,11,4
67561,1240,1226,10,0,0,0,4,37
67568,169,167,0,0,0,0,2,30
67740,1463,1449,3,5,0,0,6,92
67579,3184,2967,97,18,36,12,54,196
67584,225,225,0,0,0,0,0,0
67623,170,161,0,0,5,0,4,2
67643,260,249,3,0,0,0,8,0
67644,259,257,0,2,0,0,0,0
67657,258,252,3,3,0,0,0,1
67741,250,237,0,0,0,0,13,105
67748,2100,2023,1,21,0,0,55,127
67753,425,420,0,0,0,0,5,115
67758,1068,1045,2,0,0,0,21,76
67831,774,721,10,0,3,0,40,50
67835,2182,2131,0,0,0,34,17,709
67844,699,685,0,0,0,0,14,131
67861,1278,1229,19,3,0,0,27,625
67867,1787,1780,0,0,7,0,0,87
67871,4112,3980,0,5,70,0,57,885
67882,233,233,0,0,0,0,0,117
67901,8573,6504,1132,149,644,0,144,13253
67950,1560,1455,9,8,11,0,77,471
67002,13665,12532,201,104,596,10,222,1065
67003,2283,2173,2,85,10,0,13,211
67012,16,16,0,0,0,0,0,0
67013,2721,2643,0,53,0,0,25,103
67023,315,308,2,2,0,3,0,0
67035,907,899,2,4,1,0,1,8
67042,16942,15480,886,182,62,11,321,847
67101,4491,4107,19,59,26,0,280,408
67105,121,121,0,0,0,0,0,0
67106,266,266,0,0,0,0,0,6
67215,5814,5166,36,57,461,0,94,314
67340,410,387,0,6,0,0,17,42
67347,468,440,0,4,0,0,24,16
67351,257,245,0,8,0,0,4,0
67352,486,459,0,5,0,0,22,9
67363,98,98,0,0,0,0,0,0
67423,252,234,18,0,0,0,0,17
67209,12222,11349,264,49,205,50,305,1158
67212,39993,35871,1754,192,673,0,1503,4831
67220,12686,7229,2830,31,1918,0,678,1374
67226,19102,14668,2331,16,1212,0,875,1340
67230,10699,8838,439,38,1227,0,157,373
67330,1448,1364,0,4,0,0,80,37
67346,345,315,0,9,0,0,21,0
67353,601,589,0,8,0,0,4,2
67360,399,307,0,68,0,0,24,0
67420,4493,4413,48,0,0,0,32,124
67437,1042,1023,5,9,3,0,2,10
67439,3230,2803,280,42,32,0,73,266
67444,502,500,2,0,0,0,0,20
67447,297,297,0,0,0,0,0,0
67482,117,117,0,0,0,0,0,0
67545,137,136,0,1,0,0,0,0
67546,2280,2176,6,31,0,0,67,60
67557,295,281,0,0,0,0,14,306
67563,287,263,0,0,0,0,24,31
67564,246,246,0,0,0,0,0,0
67565,552,552,0,0,0,0,0,10
67574,180,180,0,0,0,0,0,0
67543,2005,1777,8,162,13,0,45,24
67626,229,219,0,0,0,0,10,0
67846,16235,13267,867,70,1462,0,569,17500
67523,549,546,0,0,0,0,3,13
67556,288,247,0,7,0,0,34,0
67567,456,453,1,0,0,0,2,13
67576,1760,1727,4,7,2,0,20,160
67601,22750,21504,399,53,267,43,484,1452
67635,185,185,0,0,0,0,0,0
67649,212,212,0,0,0,0,0,0
67654,3707,3438,148,25,31,0,65,242
67659,73,73,0,0,0,0,0,0
67660,55,55,0,0,0,0,0,0
67661,3187,3071,27,4,24,3,58,123
67665,4809,4615,103,0,0,17,74,172
67672,2434,2334,2,23,38,0,37,57
