ZipCode,NonHispanic,WhiteAlone,AfricanAmericanAlone,AmericanIndianAlaskaNative,AsianAlone,NativeHawaiianPacificIslander,OtherNonHispanic,Hispanic
32082,29624,27984,562,39,586,31,422,1274
32083,3356,2120,1090,31,56,0,59,207
32087,5728,3899,1596,0,17,9,207,251
32091,14708,11556,2825,50,0,0,277,603
32092,31681,27931,1082,0,1576,0,1092,2961
32134,6940,6767,37,0,72,0,64,436
32206,15995,3743,11570,36,157,0,489,505
32218,58973,23609,32391,93,981,0,1899,2873
32222,8197,4011,3465,15,228,0,478,1575
32223,22200,20333,684,0,801,0,382,1839
32227,2679,1881,428,0,198,0,172,408
32256,40347,25974,6949,22,4696,12,2694,5341
32304,43221,23430,16489,85,1801,17,1399,4566
32308,21247,14901,5093,0,730,0,523,1194
32901,22326,14996,5351,30,1191,5,753,2446
32926,20897,16766,3209,40,498,44,340,1453
32940,34892,31469,1077,0,1444,0,902,4504
32950,4121,3703,126,0,11,0,281,101
32968,13307,11886,604,21,548,0,248,708
32707,25853,21879,1985,295,969,9,716,9516
32618,7677,6025,1316,7,97,0,232,381
32804,15431,13523,868,82,466,11,481,2222
32931,13128,12641,129,63,164,0,131,990
32712,34090,26055,6071,32,1244,0,688,12572
32720,27658,22737,3710,92,460,0,659,4161
32732,4759,4515,22,26,39,0,157,50
32738,31268,24690,5064,137,418,0,959,14613
32771,45912,27259,15045,95,2329,5,1179,9068
32773,21596,13877,5385,81,1424,0,829,9359
32776,10799,9095,769,75,524,28,308,1617
32808,47782,6646,37955,23,1219,38,1901,9661
32809,13008,7870,3764,0,845,0,529,15250
32819,22570,15302,4009,0,2381,0,878,4872
32831,2669,1521,1088,0,17,0,43,611
32835,35617,20198,8785,117,4019,0,2498,10441
32836,16923,11409,509,47,4132,0,826,3231
32905,20370,15551,3267,162,522,0,868,3025
32322,3794,2871,653,8,0,0,262,358
32440,7263,5264,1756,44,35,7,157,499
32566,35011,29892,2594,0,966,88,1471,3101
32625,1626,1613,0,0,0,0,13,0
32746,36627,28378,3318,27,3457,36,1411,6605
32908,10832,8067,2093,89,225,0,358,2169
32832,14837,10506,1935,0,1727,0,669,9488
32833,7742,6339,668,97,308,0,330,1955
32837,28426,15057,4922,20,5986,482,1959,25625
32935,36535,30909,3153,97,976,0,1400,5015
32641,14630,3559,10534,0,0,0,537,359
32464,4222,4040,87,48,0,0,47,89
32667,3885,2972,767,0,2,0,144,205
32765,52390,41575,5318,6,3663,5,1823,12761
32824,17886,8319,5046,0,3037,0,1484,28659
32962,21525,17783,2805,0,328,0,609,4944
32356,91,91,0,0,0,0,0,0
32266,6801,6420,90,42,96,0,153,279
32065,33169,22950,6149,26,2104,0,1940,3991
32780,32991,28194,2948,107,723,104,915,2408
32934,16768,14630,328,46,938,64,762,1993
32033,4330,3468,695,46,20,0,101,330
32003,26296,23105,1634,13,826,18,700,2235
32026,1694,627,1041,23,0,0,3,213
32064,5650,2792,2382,0,8,0,468,1238
32080,20850,20464,89,0,57,16,224,1093
32081,12173,11119,243,47,657,0,107,1093
32128,18896,16391,1271,192,666,0,376,910
32129,20523,18093,1007,117,933,15,358,1626
32133,34,34,0,0,0,0,0,0
32162,53602,52223,288,0,814,44,233,928
32228,334,247,67,0,10,0,10,34
32305,19701,7572,11547,8,45,13,516,958
32309,29554,23362,4226,9,1333,0,624,2056
32317,13813,10864,1628,27,849,0,445,852
32348,11898,7796,3883,32,16,34,137,775
32352,6081,1432,4564,0,0,0,85,617
32435,7129,6222,484,24,14,0,385,196
32461,34,34,0,0,0,0,0,0
32502,3066,1970,825,6,8,0,257,119
32509,470,209,261,0,0,0,0,232
32563,24476,22249,581,64,724,22,836,1074
32511,813,564,137,0,21,0,91,221
32530,0,0,0,0,0,0,0,0
32550,8276,7286,253,53,266,0,418,214
32612,6330,4674,723,0,629,0,304,1276
30124,2822,2588,172,11,0,0,51,74
30205,2827,2610,94,39,39,0,45,37
30833,3065,1262,1766,0,13,0,24,0
30263,54230,36296,15525,48,851,21,1489,4475
30319,37177,30221,3249,52,2792,8,855,4662
30429,210,29,167,0,14,0,0,0
30009,14479,9676,1623,38,2744,0,398,1618
30028,22764,21624,388,30,484,0,238,2214
30046,27963,11765,12024,18,2973,0,1183,9255
30118,2082,614,1397,0,26,0,45,98
30149,1843,1540,221,0,56,0,26,92
30164,0,0,0,0,0,0,0,0
30284,96,77,19,0,0,0,0,0
30289,276,274,2,0,0,0,0,0
30332,2846,1322,642,19,705,0,158,269
30334,0,0,0,0,0,0,0,0
30363,3370,1429,901,0,970,0,70,189
30449,163,149,14,0,0,0,0,0
30451,47,34,13,0,0,0,0,0
30460,1891,973,827,0,18,0,73,188
30475,0,0,0,0,0,0,0,0
30536,7531,7339,31,0,18,0,143,312
30573,219,219,0,0,0,0,0,0
30609,2201,1822,182,0,141,0,56,90
30623,78,41,37,0,0,0,0,52
30751,40,40,0,0,0,0,0,0
30756,59,59,0,0,0,0,0,79
30812,390,237,153,0,0,0,0,4
30903,658,587,0,0,71,0,0,0
30912,124,56,48,0,12,0,8,3
30078,30811,15111,11811,162,2757,0,970,5013
30110,12782,11407,1032,24,72,0,247,408
30134,40157,19369,19388,96,382,0,922,3957
30755,7994,7610,311,0,36,0,37,819
30905,6455,3751,1910,8,165,56,565,1536
30634,1592,1507,85,0,0,0,0,210
30060,25337,11999,11897,0,676,23,742,15368
30565,3738,3501,190,0,31,0,16,686
30619,1152,1051,36,0,0,0,65,125
30710,6900,6584,47,0,16,0,253,254
30823,1712,890,800,17,0,0,5,125
30143,20847,19070,355,40,97,13,1272,640
30144,49268,32204,11629,218,3045,12,2160,6552
30170,2862,2664,167,0,0,20,11,81
30224,24525,16526,7085,28,466,0,420,617
30230,9164,6801,2005,44,133,0,181,306
30275,0,0,0,0,0,0,0,0
30277,20829,18571,1433,1,314,0,510,1418
30281,61713,25030,31699,64,2866,0,2054,5820
30290,8198,5533,2340,0,185,0,140,479
30045,35384,12697,19266,0,2215,0,1206,4795
30054,11697,8369,2788,0,341,0,199,207
30058,56113,1242,52739,93,465,120,1454,1545
30064,45421,32493,10391,27,1318,35,1157,3659
30108,7224,6174,759,123,8,5,155,127
30067,42071,24580,12801,238,2749,11,1692,4576
30096,51541,20380,17224,89,11859,8,1981,16418
30102,36611,29471,4976,90,1036,62,976,5031
30135,60710,30313,28443,14,841,1,1098,5424
30177,1191,1060,9,0,4,0,118,236
30213,29347,4484,24489,12,32,0,330,3382
30222,3983,1862,1890,0,0,0,231,133
30269,32844,27128,2266,27,2046,0,1377,3060
30286,21490,14484,6492,20,82,186,226,595
30291,20198,1699,18188,0,27,0,284,1201
30305,22581,19179,1863,9,934,8,588,1112
30308,17135,10134,5559,40,936,0,466,964
30324,24006,15428,4894,43,2631,7,1003,2812
30331,63790,905,61969,156,101,36,623,702
30338,33533,22919,3718,70,5810,0,1016,1902
30342,24128,18965,3054,4,1526,0,579,6059
30014,35843,21666,13029,17,199,0,932,2602
30035,22110,866,20515,171,174,0,384,587
30056,2164,1775,381,2,0,0,6,53
30076,36129,25233,6890,105,2478,0,1423,10313
30084,29053,15938,7678,59,4295,0,1083,9431
30088,29120,1021,27225,0,472,0,402,864
30097,44115,18552,5169,230,19088,0,1076,2790
30105,1690,1676,0,0,0,0,14,86
30120,37173,30440,5465,140,175,0,953,4080
30139,4127,3731,117,4,3,0,272,16
30816,1999,1611,388,0,0,0,0,25
30818,597,452,145,0,0,0,0,25
30830,13394,5378,7845,0,8,0,163,434
30909,41386,18770,20322,114,1289,15,876,1988
30030,28408,19180,6455,40,1417,6,1310,1082
30034,45273,849,43627,0,213,0,584,941
30039,42156,10478,28582,0,1863,26,1207,3970
30044,58184,22728,22203,148,10881,56,2168,29856
30412,66,59,7,0,0,0,0,3
30417,9532,6211,3169,1,77,0,74,1245
30425,1339,813,458,0,48,0,20,0
30241,24072,11904,10716,8,806,0,638,1194
30250,299,58,209,0,13,0,19,357
30259,2855,2559,198,12,2,0,84,31
30260,21695,2686,13452,0,4985,0,572,3792
30315,33190,4051,28547,2,136,0,454,2321
30360,10235,6382,1961,41,1420,11,420,5692
30439,9571,6580,2533,69,109,0,280,1252
30458,41508,24477,14739,173,765,186,1168,2089
30464,83,53,12,4,0,0,14,0
30517,13460,11231,1129,0,553,0,547,1197
30533,25272,23956,584,186,96,35,415,1411
30542,32539,28367,2500,122,646,0,904,4517
30553,7425,6377,926,0,27,0,95,569
30557,4639,4204,371,0,1,0,63,174
30564,3161,3161,0,0,0,0,0,253
30566,5588,4551,671,0,69,5,292,2148
30294,40062,2688,35669,0,1010,0,695,1720
30297,19689,4057,13198,182,1421,72,759,8388
30309,23697,16991,3757,98,1736,12,1103,1047
30313,10845,4192,4675,5,1608,11,354,684
30318,51306,18282,28884,70,2865,23,1182,2846
30427,10322,7106,3046,5,33,0,132,1979
30326,5356,3695,856,0,603,0,202,674
30327,22111,19152,1315,6,1464,5,169,544
30344,29778,4457,24196,21,604,5,495,2928
30428,2772,1869,867,36,0,0,0,11
30477,2687,727,1950,0,1,0,9,224
30228,38394,12583,23214,17,1390,0,1190,3865
30147,4293,3890,275,0,0,0,128,46
30251,2197,1717,446,0,0,0,34,119
30733,2122,2074,26,0,0,0,22,21
30805,2556,1955,498,15,42,0,46,179
30807,70,24,46,0,0,0,0,0
30820,1086,922,144,12,0,2,6,26
30824,16588,8253,7851,0,95,195,194,437
30901,15937,2471,13228,0,12,0,226,461
30904,24757,11565,12294,27,459,13,399,1027
30907,49865,38328,7231,0,3282,0,1024,2119
30012,22395,9050,12268,45,338,319,375,5210
30013,24554,6344,17087,0,607,0,516,1814
30092,30316,17671,8675,13,3168,0,789,5103
30047,51819,26544,13537,96,9751,107,1784,13601
30080,47080,23975,16565,42,4662,135,1701,8281
30087,37961,10640,25137,35,1363,0,786,2042
30103,15457,14380,765,0,77,2,233,681
30107,14347,13541,145,0,72,0,589,259
30114,43848,38715,3509,26,837,0,761,9362
30115,38090,35836,1305,9,575,0,365,3015
30117,31606,22112,8012,15,328,54,1085,3969
30127,61530,29579,28377,119,1308,0,2147,6158
30132,37912,29967,6430,111,625,46,733,2529
30141,21916,15812,5533,61,47,0,463,1410
30161,32232,23390,7703,148,267,0,724,2054
30175,5455,4884,48,34,0,0,489,89
30093,25723,5809,12937,62,5429,0,1486,29384
30021,23446,2531,12508,171,7360,86,790,691
30070,472,354,69,0,0,0,49,12
30072,697,545,147,0,5,0,0,30
30126,34514,13490,18121,78,1144,0,1681,7151
30137,1542,1287,26,9,174,0,46,265
30554,7311,6667,364,0,161,0,119,376
30558,5906,5440,245,0,131,0,90,92
30560,4637,4620,6,0,6,0,5,122
30606,39619,26922,10201,14,1597,38,847,4097
30624,3024,2615,362,0,0,0,47,232
30628,6382,5074,1160,0,50,0,98,492
30633,8963,8446,177,35,99,0,206,264
30650,11674,8039,3451,1,2,0,181,389
30656,15814,11995,3028,0,141,0,650,315
30176,6594,6293,142,0,0,0,159,0
30180,35156,23743,9393,171,563,27,1259,2169
30206,3573,3116,436,0,0,0,21,36
30214,26956,11715,12853,19,1148,117,1104,2661
30635,14331,8803,5437,0,20,0,71,633
30567,3062,2881,38,0,100,0,43,126
30630,2220,1398,758,0,13,0,51,44
30642,11134,7409,3517,0,164,3,41,815
30643,15470,11653,3189,10,221,7,390,539
30669,3290,1480,1753,0,5,0,52,139
30678,1167,630,521,0,2,0,14,75
30736,41687,39755,846,41,338,0,707,1462
30680,38709,30662,5172,83,1587,0,1205,4266
30705,28050,27248,412,21,90,0,279,5410
30720,18565,15940,1530,42,933,4,116,9817
30813,40183,24834,11503,154,1074,0,2618,3882
30815,38377,12615,23862,133,615,344,808,1970
30668,1448,1013,415,0,0,0,20,4
30673,7248,3757,3380,0,42,0,69,378
30707,15934,15173,607,0,13,0,141,22
30721,28756,25717,2120,132,383,0,404,24705
30726,0,0,0,0,0,0,0,0
30731,2221,2058,31,0,83,0,49,0
30518,42122,29821,6686,117,4193,0,1305,10566
30520,4800,3438,1288,0,55,0,19,379
30537,1459,1412,0,0,47,0,0,75
30153,17517,14342,2726,0,60,0,389,858
30157,46951,36942,8279,91,0,0,1639,2391
30165,34029,26830,5048,8,1118,0,1025,7932
30168,20589,3881,16339,0,142,0,227,5712
30173,5704,5213,361,0,0,0,130,95
30179,18603,15960,2219,53,253,0,118,506
30185,4058,3913,120,2,8,0,15,102
30220,5140,3600,1419,34,15,0,72,235
30238,34353,4520,27314,143,1371,0,1005,4757
30453,8897,4580,4036,45,30,5,201,1878
30454,623,596,27,0,0,0,0,57
30474,14643,9746,4497,4,229,0,167,2022
30521,4797,4448,162,0,178,0,9,245
30523,11996,11350,298,0,20,0,328,234
30527,4329,4171,83,6,40,0,29,48
30528,23954,22873,369,116,130,0,466,807
30529,10429,8491,1381,71,51,0,435,1006
30531,7949,7078,311,22,233,86,219,2869
30534,27668,26771,230,12,148,0,507,1175
30538,3083,2918,124,0,0,0,41,37
30540,17072,16534,55,65,124,3,291,3097
30562,1300,1086,0,79,119,0,16,86
30563,5005,4544,65,18,237,0,141,950
30620,12084,10012,1458,0,378,6,230,1560
30621,5509,5002,341,0,117,2,47,217
30183,5899,5115,351,20,37,0,376,380
30178,2494,2340,85,0,60,0,9,477
30216,2349,1083,1242,0,13,0,11,27
30660,1111,661,407,0,43,0,0,93
30701,32587,29450,2024,6,515,14,578,8233
30708,234,220,0,0,0,0,14,0
30808,4299,3210,929,0,2,0,158,200
30810,1883,1679,172,3,0,0,29,23
30817,7513,4982,2457,4,15,2,53,129
30292,5642,5354,224,0,35,0,29,130
30293,2948,1617,1326,0,0,0,5,0
30316,31654,12675,17118,123,558,1,1179,1518
30329,19198,11510,4528,54,2340,13,753,8680
30803,962,806,136,0,0,0,20,3
30627,2386,1805,464,35,60,0,22,7
30740,7874,7584,96,0,52,0,142,583
30741,27830,25682,860,224,411,0,653,705
30750,4627,4305,54,28,76,0,164,126
30753,6303,6071,108,21,34,0,69,1027
30306,22909,20071,1289,6,773,0,770,1203
30814,7637,5534,1837,0,44,0,222,901
30004,56987,41656,5385,73,7760,43,2070,7245
30032,48357,5283,41272,111,354,0,1337,1099
30311,35606,443,34832,23,138,0,170,1233
30314,23889,1711,21332,7,500,0,339,557
30322,2662,1238,561,0,727,0,136,185
30340,16150,7271,4822,86,3570,0,401,11878
30346,4797,2167,949,0,1572,0,109,168
30349,73579,2533,69297,0,299,18,1432,1935
30350,34130,18902,12449,82,1669,23,1005,5334
30410,1396,1180,209,0,0,0,7,319
30420,812,669,120,0,0,0,23,33
30442,6870,3902,2838,17,61,0,52,747
30445,3743,1828,1717,0,22,0,176,186
30450,2192,1219,859,0,13,0,101,0
30543,3647,3352,126,0,1,10,158,1206
30546,6956,6700,22,18,77,0,139,13
30581,33,33,0,0,0,0,0,0
30622,10954,9097,1084,0,391,0,382,849
30641,1917,1761,80,0,0,0,76,40
30648,3094,2263,801,7,0,0,23,0
30655,24741,17938,6354,0,101,7,341,469
30234,2032,1236,779,1,0,0,16,28
30240,28036,17878,9041,0,445,0,672,1078
30265,32405,25154,4822,121,1473,0,835,2285
30276,14554,13159,1218,58,28,0,91,691
30307,19076,15087,2477,17,860,0,635,576
30310,29287,2470,26047,20,142,0,608,371
30336,223,29,180,0,7,0,7,11
30337,13187,2013,10840,32,49,0,253,581
30662,8957,7917,908,16,59,0,57,120
30663,2988,2316,598,36,3,0,35,64
30666,8955,7073,1451,0,273,0,158,1259
30730,1930,1869,61,0,0,0,0,3
30735,5688,5565,17,0,72,0,34,646
30738,3753,3753,0,0,0,0,0,13
30739,6180,5896,133,0,1,9,141,280
30742,7808,6876,429,0,160,24,319,34
30757,2041,1942,6,0,93,0,0,87
30802,6100,4809,1168,42,43,0,38,47
30809,42852,34266,5190,31,2084,0,1281,2690
30822,784,736,48,0,0,0,0,0
30821,765,388,376,0,0,0,1,0
30664,28,4,24,0,0,0,0,0
30711,3306,3195,12,25,56,0,18,245
31512,1966,1694,236,0,0,0,36,165
31557,3045,2867,173,4,0,0,1,184
31018,2518,979,1509,10,0,0,20,156
31019,2035,1621,383,0,9,0,22,0
31024,19076,13336,5338,2,139,0,261,1362
31028,6215,3901,1869,0,257,0,188,249
31039,0,0,0,0,0,0,0,0
31049,1646,1603,9,0,2,0,32,210
31783,822,753,6,0,28,0,35,61
31641,1885,1113,733,39,0,0,0,81
31569,5678,4241,1248,14,138,0,37,153
31620,10330,7138,2989,26,76,0,101,506
31627,247,130,113,1,0,0,3,0
31716,2659,1493,1034,13,3,0,116,301
31649,1088,957,131,0,0,0,0,8
31705,31159,7796,22774,86,2,1,500,1318
31714,5808,2797,3011,0,0,0,0,58
31743,444,69,375,0,0,0,0,0
31744,2778,2227,529,0,0,0,22,13
31749,2378,2280,58,0,0,0,40,271
31774,6666,3898,2616,0,36,0,116,71
31795,1598,1083,498,0,0,0,17,183
31807,3190,2468,550,0,114,0,58,25
31815,2637,840,1595,9,140,0,53,1040
31821,263,36,227,0,0,0,0,0
31823,780,729,28,9,0,0,14,17
31904,31585,20959,7965,168,1303,31,1159,2323
31909,35434,23650,8039,79,1584,0,2082,3875
31031,6125,3941,2036,6,0,0,142,88
31002,3056,2755,259,0,0,0,42,15
31020,1688,1081,533,0,0,0,74,0
31033,1782,1310,449,0,9,0,14,33
31047,13808,10162,2639,107,449,0,451,817
31051,135,39,96,0,0,0,0,5
31052,8454,6221,2047,0,55,0,131,103
31201,8032,2767,5075,38,104,0,48,71
31419,52883,27018,21139,159,2227,61,2279,5369
31510,9130,7218,1629,0,30,25,228,784
31520,21411,8721,11663,15,467,36,509,2063
31537,9878,6119,3278,196,65,0,220,1092
31553,4347,3969,157,0,183,3,35,22
31560,2786,2362,362,0,0,0,62,67
31563,1218,834,384,0,0,0,0,78
31622,1928,1322,588,7,0,0,11,44
31626,2986,1680,1282,0,0,0,24,225
31642,3731,2676,1045,0,0,0,10,1048
31699,607,349,110,12,71,0,65,77
31722,442,331,105,1,0,0,5,54
31083,411,292,119,0,0,0,0,0
31733,1288,1173,115,0,0,0,0,31
31042,1443,594,848,1,0,0,0,34
31078,2966,1457,1459,0,25,0,25,7
31309,923,731,150,19,11,0,12,0
31535,9975,7827,1935,0,46,0,167,1890
31544,778,357,419,0,0,0,2,0
31629,534,278,246,0,0,0,10,198
31720,266,164,94,0,0,0,8,30
31804,5738,5388,328,0,22,0,0,127
31907,54197,13080,38601,190,793,34,1499,2466
31805,2431,1450,888,0,17,0,76,0
31415,12258,316,11698,16,23,0,205,128
31044,3463,1391,2033,0,0,0,39,0
31079,2145,1632,494,0,0,0,19,16
31322,23888,15136,6976,29,736,120,891,1571
31639,9984,8654,1128,19,34,0,149,253
31747,155,83,52,0,20,0,0,1
31816,5111,2610,2264,20,134,0,83,120
31062,499,283,216,0,0,0,0,0
31084,43,43,0,0,0,0,0,0
31207,1056,637,311,0,62,0,46,51
31213,0,0,0,0,0,0,0,0
31304,0,0,0,0,0,0,0,0
31556,88,70,18,0,0,0,0,0
31409,593,331,229,0,26,7,0,108
31524,0,0,0,0,0,0,0,0
31547,1254,1143,97,0,0,0,14,166
31561,39,39,0,0,0,0,0,0
31562,2319,2181,31,23,42,0,42,11
31698,710,331,344,0,7,11,17,21
31719,8861,2556,6215,0,29,0,61,284
31721,19748,9183,9982,0,387,0,196,824
31788,8337,6875,1280,92,74,0,16,2250
31793,8642,7217,1258,13,35,0,119,998
31091,4047,1734,2298,0,0,0,15,306
31331,7814,4924,2559,16,235,10,70,86
31554,7962,4787,3091,15,13,0,56,649
31787,1532,703,821,0,0,0,8,34
31054,1428,921,507,0,0,0,0,115
31220,14001,7720,5466,29,428,0,358,503
31025,866,577,249,0,0,0,40,0
31060,1843,1531,312,0,0,0,0,23
31032,14817,11395,3141,45,25,0,211,296
31016,2033,887,1146,0,0,0,0,0
31029,16056,11102,4633,30,75,0,216,403
31030,15972,5837,9926,0,79,0,130,1729
31037,4468,2779,1675,9,5,0,0,151
31041,689,258,416,0,14,0,1,0
31045,49,0,49,0,0,0,0,0
31063,4499,1833,2559,0,17,0,90,429
31071,1165,632,517,16,0,0,0,35
31077,1346,1053,293,0,0,0,0,49
31085,1040,766,235,0,0,0,39,252
31204,29101,9904,18059,53,319,0,766,585
31217,16557,5375,10808,14,103,0,257,178
31308,6976,5944,816,10,0,0,206,138
31313,35266,14308,17337,105,974,196,2346,5650
31314,1353,754,419,0,87,24,69,282
31321,7570,5619,1641,15,69,0,226,70
31328,3575,3421,64,0,0,0,90,8
31407,11716,6596,4309,18,287,0,506,1092
31503,19387,15772,3196,17,270,20,112,1237
31513,14577,11218,2889,68,139,0,263,1670
31533,15015,8119,6252,29,252,0,363,1484
31539,12911,10357,2466,0,39,0,49,1734
31552,842,825,17,0,0,0,0,0
31568,685,543,135,0,0,0,7,0
31625,972,875,97,0,0,0,0,0
31634,5441,3713,1619,0,29,0,80,181
31638,1058,554,502,0,0,0,2,49
31647,3362,2041,1201,18,33,0,69,298
31650,2459,1968,490,0,0,0,1,945
31709,14604,6456,7505,18,307,0,318,1055
31756,791,791,0,0,0,0,0,0
31763,23676,17616,4982,21,558,0,499,510
31768,18954,11100,7446,31,202,9,166,3904
31901,6089,2635,3264,23,61,3,103,247
31555,2550,2340,152,0,19,0,39,243
31558,19792,15670,2759,163,421,21,758,1515
31565,2008,1500,415,16,67,0,10,0
31566,4666,4387,74,23,0,0,182,173
31601,30260,10426,19166,42,207,0,419,1824
31637,2447,2177,260,0,0,0,10,444
31605,20748,13430,6193,52,586,11,476,1541
31623,113,43,70,0,0,0,0,0
31631,415,353,56,4,0,0,2,0
31643,8497,4366,3931,0,125,7,68,565
31707,25348,8439,15775,63,541,5,525,746
31764,1431,779,624,0,21,0,7,83
31771,4524,3328,1047,28,19,0,102,1680
31781,2258,1730,516,0,0,0,12,6
31792,23304,11501,11083,0,35,16,669,713
31829,933,863,70,0,0,0,0,23
31830,2548,1643,850,10,16,0,29,23
31833,7178,3924,3233,0,0,0,21,10
31836,849,522,327,0,0,0,0,0
31055,6475,3208,3171,0,0,0,96,1719
31064,8929,6669,2176,0,31,0,53,142
31070,937,590,316,0,2,0,29,48
31072,1246,1055,126,1,0,0,64,111
31090,912,435,468,3,0,6,0,47
31092,6767,3199,3435,8,0,0,125,366
31210,33059,19573,11402,62,1479,0,543,1246
31302,7758,7310,368,0,27,0,53,381
31323,1193,261,896,0,0,20,16,20
31326,18698,14917,2731,19,429,24,578,1532
31404,31908,7852,22919,42,334,64,697,968
31501,14807,6828,7431,161,133,13,241,156
31532,641,608,33,0,0,0,0,9
31545,14827,11411,2996,12,116,0,292,825
31549,2157,1305,844,0,0,0,8,0
31001,4321,2155,2109,9,0,0,48,242
31006,4440,2304,2041,0,76,0,19,36
31008,17897,13276,4131,32,204,31,223,484
31088,50172,30284,15609,142,2111,0,2026,4570
31206,25618,3491,21188,30,311,34,564,908
31216,15772,11019,4132,4,346,15,256,1474
31301,3667,1229,2205,20,26,10,177,339
31303,2621,1967,632,0,0,0,22,0
31305,5930,3663,2176,0,0,10,81,53
31324,23383,18697,3262,137,451,0,836,2260
31401,19101,9453,8472,9,612,0,555,1155
31408,8586,3178,5120,14,181,13,80,1930
31410,23050,20691,637,39,1043,6,634,1395
31518,713,634,77,0,0,0,2,214
31543,4211,4048,151,0,0,0,12,81
31632,12412,10294,1364,79,391,69,215,546
31757,10333,7762,2424,0,0,0,147,431
31780,2020,1198,816,0,0,0,6,80
31810,245,44,201,0,0,0,0,0
31772,536,359,153,0,24,0,0,0
31784,742,638,94,0,0,0,10,22
31812,585,320,263,0,0,0,2,0
31824,1450,635,808,0,0,0,7,245
31825,2353,815,1495,0,8,0,35,5
31832,274,239,23,0,0,0,12,0
31003,88,65,23,0,0,0,0,0
31007,1007,427,565,0,13,0,2,125
31022,1703,1372,310,0,0,0,21,12
31023,13710,9415,3666,2,75,0,552,566
31057,2200,690,1439,0,0,0,71,38
31320,7991,4895,2726,25,96,0,249,267
31307,908,854,54,0,0,0,0,0
31315,6262,3706,1725,72,63,72,624,1378
31316,12539,8560,3196,41,170,85,487,704
31329,9445,7276,1939,27,0,0,203,505
34202,21235,20200,290,0,563,0,182,2504
34432,11547,10150,837,185,140,27,208,1036
34450,10098,9581,359,26,9,0,123,649
34461,10177,9394,462,54,196,0,71,487
34472,25131,16381,7133,50,361,5,1201,6501
34476,19815,16952,1716,43,738,0,366,2850
34609,34555,30213,1876,190,1137,14,1125,6695
34667,31207,29751,585,199,220,0,452,2753
34679,103,103,0,0,0,0,0,0
34689,25170,22390,1775,39,382,8,576,2326
34705,2202,2099,51,0,0,0,52,447
34739,281,245,36,0,0,0,0,53
34108,15126,14647,98,18,223,0,140,1510
34117,9788,8580,871,0,208,0,129,6006
34138,268,268,0,0,0,0,0,0
34139,471,471,0,0,0,0,0,15
34217,4928,4853,17,17,16,0,25,199
34219,21277,19538,679,0,632,0,428,2515
34228,7071,6883,0,4,126,0,58,162
34232,29179,27449,612,17,576,0,525,5460
34243,28350,25614,1446,7,830,10,443,3885
34285,17709,16936,174,26,403,37,133,360
34293,36397,35055,307,53,595,11,376,1572
34436,7808,7545,32,49,0,0,182,417
34488,10102,8706,634,10,158,0,594,397
34498,562,551,5,0,0,0,6,14
34610,13497,12576,464,41,176,23,217,1159
34685,17838,16102,424,86,448,12,766,1061
34731,12541,11069,1130,20,35,0,287,677
34797,915,718,163,0,15,0,19,169
34952,33348,28205,3597,85,656,0,805,6715
34981,4425,3760,539,0,16,0,110,714
34986,23079,17604,3616,0,1136,0,723,3238
34104,17622,15762,929,0,747,0,184,6499
34112,21959,18563,2942,20,198,0,236,5584
34116,14760,8786,5085,112,290,0,487,21771
34142,10327,3933,5815,369,160,0,50,20628
34210,15288,12926,1245,0,785,0,332,1735
34215,534,530,2,2,0,0,0,26
34216,864,814,3,45,2,0,0,10
34223,16886,16100,26,25,509,16,210,484
34239,14127,13069,278,53,474,10,243,1372
34240,10596,10090,123,20,322,0,41,546
34743,10975,5706,4089,0,687,0,493,33360
34760,751,398,338,0,3,0,12,123
34761,34438,22012,8734,188,2184,0,1320,11201
34950,12470,4110,8125,23,6,0,206,4557
34983,34674,26231,6802,97,1050,24,470,8063
34994,14393,11878,2037,0,330,0,148,2516
34736,15026,11561,2510,27,505,94,329,3187
34222,10132,9428,495,0,132,0,77,1052
34224,14917,14320,0,35,164,0,398,996
34229,7139,6924,59,0,59,0,97,685
34231,26867,25674,379,32,451,0,331,3400
34428,9006,8355,230,17,17,0,387,363
34238,18262,17648,28,181,263,0,142,1102
34268,128,0,128,0,0,0,0,0
34286,17546,15452,1112,0,251,0,731,1079
34442,13197,11705,370,74,847,0,201,756
34473,12659,7976,3825,0,121,0,737,6863
34668,40485,37004,1554,33,750,91,1053,6824
34683,31035,29323,494,0,677,0,541,2127
34690,10145,9294,343,6,208,10,284,1883
34758,16298,6052,8858,22,263,44,1059,24796
34946,5565,1984,3494,14,5,0,68,385
34957,21805,20802,514,51,233,0,205,1273
34990,28368,27069,213,90,714,0,282,1733
34251,5190,4918,39,0,110,0,123,732
34275,19307,18002,505,26,276,0,498,767
34453,10780,9810,612,18,217,0,123,647
34608,27784,24157,2131,108,448,0,940,6692
34109,19653,18325,212,106,545,0,465,5009
34953,52744,33369,16297,76,1495,0,1507,16941
34105,15573,14623,452,7,450,0,41,1675
34135,31647,29902,1014,0,490,0,241,14417
34137,454,454,0,0,0,0,0,0
34145,16097,15751,14,0,280,0,52,1595
34207,28218,23752,2859,112,508,41,946,8520
34613,15912,14946,312,129,131,11,383,1521
34614,6710,6463,188,0,0,0,59,527
34639,22902,19609,1288,151,1230,0,624,4620
34654,21567,20155,604,40,351,13,404,1454
34746,20124,13486,3830,59,1805,0,944,23125
34786,35215,27781,3538,0,2690,25,1181,8243
