ZipCode,Pop16YAO,UnEmpRate16YAO,UnEmpRate20to64Y
46321,18682,4.6,4.2
46322,18616,5.0,4.0
46323,17242,7.2,6.7
46324,16798,9.3,9.3
46327,8904,7.9,8.4
46340,648,2.1,0.0
46341,7909,3.8,3.1
46342,24178,9.2,9.5
46345,161,5.8,6.0
46346,1033,11.4,9.1
46347,3780,3.4,3.1
46348,876,9.3,10.2
46349,2471,6.8,6.2
46350,33883,7.5,6.8
46356,13840,5.5,5.7
46360,35036,9.1,8.7
46365,764,0.0,0.0
46366,4516,7.1,7.3
46368,31072,5.9,5.6
46371,2541,5.7,6.3
46373,12034,3.4,2.7
46374,790,2.5,2.6
46375,19663,5.4,4.5
46376,213,9.3,10.6
46377,200,0.0,0.0
46379,134,0.0,0.0
46381,92,17.6,29.3
46382,1389,1.8,0.9
46383,34268,4.4,3.9
46385,31146,4.1,3.9
46390,2546,5.1,5.1
46391,8996,6.0,6.6
46392,6366,4.7,5.4
46393,297,4.8,4.8
46394,10189,7.2,6.6
46402,5014,16.5,16.6
46403,10726,7.6,6.7
46404,12987,11.8,11.0
46405,8591,11.5,11.2
46406,7467,16.7,14.8
46407,8728,14.0,13.6
46408,12525,15.3,14.1
46409,6010,17.7,16.9
46410,30380,8.7,8.3
46501,2644,7.5,7.0
46502,22,0.0,0.0
46504,2803,2.6,2.0
46506,7493,7.0,7.1
46507,7068,4.7,2.9
46508,122,0.0,0.0
46510,3183,3.4,3.2
46511,3446,7.5,8.6
46514,32782,4.9,3.1
46516,23642,7.8,7.5
46517,19464,4.9,4.6
46524,1701,4.5,2.6
46526,24687,3.9,3.4
46528,19444,3.8,3.6
46530,23897,2.4,2.0
46531,1315,4.2,3.7
46532,1344,3.9,3.1
46534,8970,8.9,7.7
46536,2488,2.5,2.6
46537,395,2.4,1.9
46538,2911,1.4,1.6
46539,1973,4.3,3.1
46540,8936,2.0,1.9
46542,3240,2.9,1.8
46543,2060,2.2,1.1
46544,24703,5.1,4.9
46545,20778,5.8,4.8
46550,9359,2.4,2.3
46552,5433,3.6,3.9
46553,2345,1.7,2.0
46554,3973,2.3,1.7
46555,2216,2.6,3.1
46556,7220,4.8,2.9
46561,10161,5.0,4.1
46562,4104,8.3,6.2
46563,18589,5.4,5.2
46565,5957,1.4,0.4
46567,6909,4.0,4.5
46570,850,1.8,2.0
46571,3298,1.8,1.3
46573,2890,3.3,3.7
46574,7610,6.8,6.7
46580,17126,4.6,4.4
46582,10247,3.2,2.3
46590,4068,4.5,3.0
46595,75,8.8,10.2
46601,4728,17.1,16.2
46613,8467,7.5,6.0
46614,24159,3.5,3.3
46615,10087,7.1,6.7
46616,4265,9.1,9.2
46617,7414,3.6,3.2
46619,15945,7.3,7.1
46628,20240,8.6,8.9
46635,5579,3.0,2.9
46637,13060,3.9,4.0
46701,6731,4.0,3.0
46702,1667,4.1,4.4
46703,14964,3.5,3.2
46704,28,0.0,0.0
46705,1312,3.5,3.2
46706,15019,4.5,2.5
46710,3392,3.7,2.3
46711,5550,5.0,4.1
46714,11456,2.3,2.1
46721,3893,6.2,5.8
46723,6242,2.3,2.1
46725,18601,2.9,2.6
46730,868,2.7,3.3
46731,495,3.9,4.2
46732,2423,5.0,5.3
46733,14309,3.3,2.5
46737,6259,3.3,1.2
46738,6458,4.5,4.1
46740,2909,4.2,4.7
46741,3282,5.7,5.4
46742,2878,4.9,4.8
46743,1634,1.7,0.9
46745,1696,2.6,2.9
46746,3833,2.4,1.6
46747,2099,2.0,1.8
46748,3916,1.3,1.0
46750,21470,4.0,3.2
46755,12086,4.3,3.5
46759,277,0.0,0.0
46760,1023,7.7,5.1
46761,8169,3.4,3.2
46763,1312,5.7,6.3
46764,1121,1.1,1.2
46765,4086,1.1,0.8
46766,723,1.3,1.4
46767,5968,5.0,2.5
46770,2375,1.9,1.7
46771,0,,
46772,2027,1.9,1.3
46773,2750,3.3,3.0
46774,13519,6.7,5.2
46776,1130,7.5,2.9
46777,4918,2.2,2.4
46779,1608,2.6,2.8
46781,706,3.5,1.3
46783,5110,1.4,0.4
46784,1616,5.3,3.9
46785,1153,6.8,7.5
46786,41,0.0,0.0
46787,2938,4.6,4.5
46788,2371,0.0,0.0
46791,849,2.6,2.9
46792,3037,1.2,0.9
46793,3550,5.1,4.5
46794,1420,8.3,8.3
46795,5397,3.9,3.8
46797,2652,4.3,4.7
46798,1270,1.1,0.8
46799,185,0.0,0.0
46802,8239,8.1,8.6
46803,6794,14.5,13.5
46804,23034,3.2,3.2
46805,16852,3.7,3.9
46806,18322,11.9,11.6
46807,12693,9.7,6.7
46808,15102,5.5,4.8
46809,6869,7.7,7.7
46814,9257,5.3,4.8
46815,22151,7.3,7.0
46816,13722,11.6,10.4
46818,16014,3.9,3.5
46819,7709,4.5,3.7
46825,23819,3.9,3.7
46835,27369,3.4,3.3
46845,17376,2.5,2.0
46901,32254,7.6,6.8
46902,28307,5.3,4.4
46910,2635,8.8,8.5
46911,1047,3.6,3.3
46913,978,1.7,0.0
46914,1316,4.7,3.9
46915,492,3.9,1.8
46917,1289,1.6,0.6
46919,2026,5.0,5.2
46920,839,7.4,8.0
46922,18,0.0,0.0
46923,6589,3.7,3.4
46926,1233,3.6,3.9
46928,3560,7.5,6.9
46929,2261,6.2,5.6
46930,73,3.0,3.2
46931,133,5.6,6.2
46932,2670,2.9,2.4
46933,4821,5.6,5.4
46936,4799,1.9,2.1
46938,2367,3.0,1.8
46939,1423,7.1,8.0
46940,2213,4.7,4.8
46941,803,4.6,3.9
46943,185,0.0,0.0
46946,24,,
46947,22360,6.1,6.2
46950,488,3.2,3.8
46951,1575,8.2,6.1
46952,15295,6.1,6.0
46953,19414,10.3,9.5
46957,497,7.9,8.3
46958,536,0.0,0.0
46959,519,0.0,0.0
46960,873,12.6,13.2
46961,114,0.0,0.0
46962,7589,4.5,4.8
46967,87,19.0,17.0
46968,23,0.0,0.0
46970,18977,8.0,7.6
46974,1464,5.9,4.7
46975,11495,2.6,2.8
46978,1605,1.5,1.5
46979,3749,3.0,2.5
46982,1911,3.5,4.0
46984,159,0.0,0.0
46985,1130,5.7,6.4
46986,1258,2.4,2.7
46987,792,6.5,2.9
46988,783,15.6,17.0
46989,4111,5.6,3.7
46990,516,0.0,0.0
46991,1369,3.2,3.5
46992,13327,4.0,3.9
46994,2241,7.5,7.9
46996,5213,5.6,5.7
46998,160,13.6,15.4
47001,8469,7.8,8.1
47003,786,0.7,0.0
47006,9028,3.7,2.7
47010,204,0.0,0.0
47011,585,8.7,10.0
47012,8003,3.2,2.4
47016,744,3.9,4.3
47017,380,3.0,0.0
47018,3371,4.7,4.1
47020,896,0.0,0.0
47022,2408,3.5,3.9
47023,1287,1.6,1.7
47024,2522,8.8,9.4
47025,17953,3.3,2.4
47030,1679,3.3,3.6
47031,4407,6.0,6.1
47032,2545,9.3,4.0
47034,80,6.6,0.0
47035,210,0.0,0.0
47036,785,2.4,1.1
47037,3564,6.3,6.6
47038,1283,4.8,1.5
47040,4093,1.8,1.8
47041,5187,3.0,3.3
47042,3481,8.9,4.7
47043,4500,7.2,5.8
47060,4855,5.8,1.9
47102,5669,8.0,8.3
47104,38,0.0,0.0
47106,3641,4.4,3.2
47108,1685,7.0,6.7
47110,614,5.3,5.3
47111,12914,4.1,4.3
47112,12818,5.9,4.5
47114,186,5.6,6.8
47115,2365,7.5,8.0
47116,505,0.0,0.0
47117,3418,4.8,4.3
47118,2551,6.2,6.5
47119,9225,2.0,1.6
47120,607,3.2,3.2
47122,8191,3.1,3.0
47123,80,0.0,0.0
47124,3563,7.5,7.4
47125,1258,5.8,3.9
47126,3870,1.6,1.7
47129,16063,6.3,6.9
47130,37404,5.9,5.8
47135,973,5.8,6.6
47136,3732,5.6,5.1
47137,1339,0.5,0.5
47138,3991,3.9,1.7
47140,2084,6.4,6.7
47141,1252,7.5,5.9
47142,814,7.1,3.7
47143,2369,4.2,4.2
47145,1621,5.3,5.6
47147,755,2.4,2.5
47150,38734,5.0,4.7
47160,86,8.3,11.4
47161,2561,6.0,5.1
47162,565,0.0,0.0
47163,1269,10.3,11.7
47164,3361,10.7,11.2
47165,5146,6.4,6.8
47166,1402,6.2,6.1
47167,11701,6.3,5.4
47170,11911,4.5,4.4
47172,13580,3.5,3.4
47175,675,1.2,1.4
47177,871,6.1,6.7
47201,34662,4.5,3.9
47203,21567,5.3,5.2
47220,4647,4.8,5.0
47223,989,3.4,0.0
47224,514,4.5,5.7
47226,213,3.6,3.8
47227,1743,4.5,0.0
47229,2357,4.6,4.7
47230,1263,4.3,4.7
47231,630,1.2,0.8
47232,2643,7.5,7.2
47234,1285,7.3,7.7
47235,1116,12.1,13.5
47240,16914,4.5,4.1
47243,4974,4.9,3.2
47244,572,9.6,8.3
47246,3457,3.8,3.2
47247,161,1.7,1.8
47250,18162,7.0,7.1
47260,1457,9.3,10.1
47263,191,3.1,3.3
47264,1133,0.0,0.0
47265,16228,4.0,3.2
47270,378,3.1,4.3
47272,1678,3.6,3.7
47273,1296,3.3,3.5
47274,24088,4.5,4.2
47280,701,0.0,0.0
47281,919,3.0,3.3
47282,267,0.0,0.0
47283,2622,4.5,3.7
47302,21455,8.7,6.8
47303,21971,5.5,5.1
47304,26622,5.2,5.0
47305,2885,9.9,9.4
47306,4982,14.1,8.7
47320,2962,8.2,7.9
47324,126,11.0,12.3
47325,485,1.9,2.0
47326,1452,3.0,3.3
47327,3684,8.2,7.2
47330,4353,5.6,5.5
47331,18079,5.0,4.1
47334,2687,6.9,5.8
47335,547,5.8,6.6
47336,2481,5.3,3.9
47337,132,13.1,16.2
47338,2083,2.5,2.4
47339,447,1.2,1.4
47340,2224,5.9,6.0
47341,1855,4.6,2.3
47342,2255,2.8,3.0
47344,69,0.0,0.0
47345,1112,2.4,2.3
47346,3209,5.3,5.5
47348,7475,5.6,5.6
47351,320,10.2,9.6
47352,795,8.4,6.9
47353,4506,3.4,2.9
47354,943,3.4,3.5
47355,2243,4.7,5.2
47356,4332,2.3,2.6
47357,707,4.1,2.5
47358,797,4.8,4.0
47359,2396,8.8,8.1
47360,1120,8.9,9.5
47361,164,11.8,15.1
47362,24823,6.8,6.1
47367,23,,
47368,2429,1.3,1.4
47369,1057,2.2,2.0
47371,9645,6.0,5.2
47373,1991,7.0,6.1
47374,36812,6.3,5.9
47380,1261,3.9,3.1
47381,123,0.0,0.0
47382,185,6.9,7.8
47383,2644,6.5,5.6
47384,1446,4.1,3.5
47385,1103,10.2,10.1
47386,996,4.3,5.0
47387,608,7.2,6.8
47388,247,3.4,3.9
47390,3825,9.7,9.4
47393,1373,0.0,0.0
47394,6695,3.3,3.4
47396,5537,7.7,6.1
47401,37516,5.7,5.4
47403,27291,6.1,5.4
47404,19741,6.4,6.4
47405,3821,27.4,13.6
47406,3786,22.1,4.7
47408,23277,7.0,6.1
47420,345,0.0,0.0
47421,22210,5.3,4.5
47424,7465,4.9,4.8
47427,630,6.6,7.2
47429,6872,3.2,2.9
47431,1258,0.0,0.0
47432,3695,3.9,4.3
47433,3272,4.1,3.9
47434,0,,
47436,1185,3.1,1.9
47437,139,0.0,0.0
47438,3376,2.7,2.8
47441,7663,5.7,5.7
47443,1052,11.9,9.5
47446,8262,4.5,4.6
47448,6168,1.8,1.9
47449,287,6.0,5.8
47451,914,4.8,5.1
47452,4025,4.8,5.1
47453,636,10.4,10.4
47454,5944,3.4,3.5
47455,62,0.0,0.0
47456,1288,6.0,5.1
47457,117,0.0,0.0
47458,19,0.0,0.0
47459,3002,5.3,4.0
47460,9000,5.6,5.8
47462,3371,4.1,4.0
47464,177,12.5,13.2
47465,389,15.2,16.9
47467,50,0.0,0.0
47468,1313,0.0,0.0
47469,1445,3.7,0.8
47470,1485,5.7,6.1
47471,2055,3.3,3.1
47501,13838,5.3,4.2
47512,3123,7.3,7.2
47513,1871,2.4,2.5
47514,1613,12.8,15.9
47515,720,0.0,0.0
47516,986,0.9,0.8
47519,698,0.0,0.0
47520,2277,4.1,4.0
47521,512,5.7,0.0
47522,396,2.9,3.0
47523,2637,2.5,2.9
47524,365,6.1,7.5
47525,248,9.2,11.5
47527,1217,0.0,0.0
47528,376,4.7,3.7
47529,842,1.7,2.1
47531,533,0.0,0.0
47532,3892,2.7,1.3
47535,624,2.5,0.0
47536,0,,
47537,801,2.6,0.5
47541,938,0.0,0.0
47542,7661,1.7,1.6
47546,16405,1.5,1.6
47550,557,2.1,2.1
47551,662,1.8,0.0
47552,294,0.0,0.0
47553,6371,3.1,2.6
47557,1324,2.3,1.5
47558,3029,3.0,3.8
47561,1283,3.7,3.3
47562,3400,2.7,2.3
47564,1031,5.3,5.9
47567,5043,4.2,4.4
47568,612,2.1,1.8
47574,255,0.0,0.0
47575,1040,0.0,0.0
47576,280,0.0,0.0
47577,1029,4.4,5.7
47578,728,5.9,6.2
47579,1992,1.1,1.2
47580,371,0.0,0.0
47581,3091,2.8,1.5
47584,120,1.3,1.4
47585,430,0.0,0.0
47586,8511,2.7,2.6
47588,464,3.6,2.9
47590,405,9.4,10.1
47591,21082,5.4,4.8
47596,75,0.0,0.0
47597,669,4.7,5.3
47598,2437,4.8,5.2
47601,11286,3.4,3.4
47610,4067,5.0,3.0
47611,1213,4.6,1.8
47612,610,8.7,8.6
47613,2505,3.4,1.9
47615,1549,12.7,8.8
47616,253,4.7,4.8
47619,1294,6.7,6.6
47620,10811,4.5,4.5
47630,28155,2.8,2.7
47631,1736,4.2,4.1
47633,2044,3.3,3.2
47634,1738,1.4,1.4
47635,4479,5.2,4.0
47637,1023,6.3,5.1
47638,2702,3.2,2.6
47639,3176,5.9,4.0
47640,883,4.1,4.0
47648,3415,2.1,2.0
47649,1296,2.5,2.7
47654,79,0.0,0.0
47660,3932,3.0,2.8
47665,2954,3.0,3.0
47666,1397,2.1,1.9
47670,9624,2.9,3.1
47683,127,3.4,3.4
47708,282,0.0,0.0
47710,15572,9.4,9.1
47711,26165,4.3,4.2
47712,22261,2.9,2.6
47713,8116,11.8,10.8
47714,26888,6.4,5.8
47715,22192,4.6,4.4
47720,14137,2.4,2.5
47725,12986,1.6,1.3
47802,28891,6.6,6.3
47803,17196,6.5,5.6
47804,9159,9.7,9.2
47805,9928,4.3,3.5
47807,9995,15.0,13.8
47809,2723,12.5,4.3
47832,843,5.6,6.3
47833,834,5.2,5.5
47834,15379,6.1,6.4
47836,0,,
47837,990,5.4,5.7
47838,3292,4.9,4.7
47840,1267,4.7,4.6
47841,1772,3.0,3.1
47842,7809,5.8,6.1
47846,425,0.0,0.0
47847,855,4.1,3.3
47848,1465,9.4,9.3
47849,301,0.0,0.0
47850,1896,6.6,5.7
47853,100,0.0,0.0
47854,574,0.0,0.0
47855,423,7.6,7.4
47857,386,7.5,6.8
47858,478,6.9,3.2
47859,608,5.2,4.6
47860,291,7.6,9.0
47861,590,5.8,6.0
47862,1140,5.8,5.7
47863,210,0.0,0.0
47865,229,0.0,0.0
47866,459,10.0,7.3
47868,2410,7.7,6.2
47869,94,0.0,0.0
47871,187,3.5,4.0
47872,7204,7.0,6.8
47874,2517,4.6,4.9
47876,354,7.9,11.3
47879,2631,2.3,2.1
47880,26,0.0,0.0
47881,299,6.3,6.3
47882,6398,7.3,4.6
47884,137,10.8,8.8
47885,7208,9.2,7.6
47901,3346,7.1,6.9
47904,13952,8.3,8.2
47905,32451,4.9,4.6
47906,65932,4.1,3.6
47907,0,,
47909,32715,4.3,4.2
47916,47,28.0,18.2
47917,429,7.7,7.7
47918,4778,5.4,5.4
47920,1943,4.5,3.5
47921,893,4.1,4.7
47922,1319,5.5,4.9
47923,2640,4.3,4.5
47924,150,0.0,0.0
47925,160,0.0,0.0
47926,1061,2.4,2.5
47928,1723,7.8,7.9
47929,534,0.0,0.0
47930,1000,4.9,4.7
47932,4020,3.8,2.7
47933,22293,4.2,3.5
47940,1392,3.8,3.9
47941,1077,7.5,8.5
47942,580,3.2,3.5
47943,936,9.1,9.1
47944,2780,2.7,2.4
47946,1786,2.3,2.5
47948,1130,7.1,7.3
47949,938,9.9,8.4
47950,642,5.4,6.1
47951,1849,3.0,3.6
47952,2417,6.0,5.8
47954,1761,3.4,3.4
47955,731,3.3,3.0
47957,1483,7.6,7.2
47958,147,11.7,11.8
47959,2103,6.3,4.5
47960,11957,4.9,4.5
47963,1668,4.4,3.8
47964,86,3.6,0.0
47965,472,9.5,9.2
47966,319,6.1,7.2
47967,451,2.4,2.6
47968,865,2.6,1.2
47969,105,1.4,1.4
47970,1391,6.2,5.6
47971,1510,4.0,3.9
47974,972,4.0,4.2
47975,528,2.5,2.6
47977,1808,3.2,3.6
47978,8813,2.5,2.7
47980,859,1.2,1.4
47981,627,0.0,0.0
47982,159,9.2,7.8
47983,167,0.0,0.0
47987,3159,5.2,5.1
47989,1053,6.8,3.4
47990,1404,2.3,2.6
47991,765,11.4,12.1
47992,1302,1.8,2.1
47993,2954,2.9,2.6
47994,245,1.9,2.1
47995,1354,3.7,1.7
47997,93,0.0,0.0
48001,9938,6.4,6.2
48002,2662,7.0,6.2
48003,5087,3.5,3.3
48005,4608,6.1,4.8
48006,3270,6.1,4.8
48009,16433,2.7,2.2
48014,3353,7.5,6.0
48015,6679,6.3,5.6
48017,10419,2.9,2.3
48021,25327,9.3,9.3
48022,2099,3.6,3.2
48023,4202,4.2,4.1
48025,11862,3.2,2.6
48026,11983,5.1,4.8
48027,2645,3.7,3.5
48028,980,4.7,6.2
48030,13918,7.9,7.1
48032,1624,5.0,4.3
48033,14071,6.8,6.9
48034,11821,7.4,7.1
48035,27975,6.5,6.0
48036,17697,8.3,7.4
48038,37280,5.0,4.7
48039,6338,5.5,4.6
48040,7839,6.2,5.4
48041,3717,4.5,3.9
48042,23449,2.5,2.3
48043,13670,8.8,8.2
48044,44048,4.2,3.5
48045,21190,4.7,4.4
48047,32356,4.9,4.1
48048,5913,9.2,7.9
48049,4529,5.7,5.0
48050,1368,2.8,1.7
48051,14775,4.5,4.3
48054,6044,4.3,4.5
48059,12064,6.1,4.6
48060,31470,9.8,8.2
48062,7454,2.9,2.4
48063,3355,4.6,2.8
48064,3294,4.0,3.6
48065,9087,4.8,4.2
48066,38749,8.0,7.9
48067,21466,3.4,3.4
48069,1942,2.9,3.2
48070,4771,3.9,4.5
48071,25218,4.9,4.7
48072,12394,2.0,2.1
48073,29396,3.8,3.7
48074,7507,9.0,9.2
48075,18277,7.0,6.7
48076,20897,7.3,6.7
48079,9818,5.1,5.2
48080,19138,5.7,5.8
48081,17116,7.0,6.5
48082,13897,5.5,5.4
48083,19300,4.3,3.8
48084,12421,4.5,4.3
48085,20689,3.3,2.8
48088,18273,5.7,5.5
48089,24479,11.8,11.3
48091,23899,10.8,9.0
48092,22129,6.6,6.7
48093,20754,6.3,6.1
48094,15608,3.5,2.4
48095,4768,2.8,1.3
48096,3355,2.3,2.5
48097,4196,6.7,5.8
48098,15563,4.2,3.9
48101,22390,4.0,3.8
48103,45226,3.5,3.4
48104,40069,4.8,4.3
48105,31376,3.5,2.9
48108,21730,4.7,4.5
48109,5534,9.0,7.3
48111,32954,5.1,4.9
48114,16761,4.4,4.5
48116,22555,4.6,4.2
48117,8481,7.4,5.9
48118,10541,4.8,4.5
48120,5444,10.5,10.4
48122,7531,10.4,9.8
48124,23242,4.3,3.9
48125,16034,7.5,7.5
48126,33317,11.1,10.0
48127,27900,7.1,6.7
48128,8326,6.1,5.4
48130,11998,2.9,1.9
48131,5707,4.0,4.0
48133,4468,9.6,9.7
48134,16771,4.9,4.4
48135,22200,3.9,3.7
48137,4102,3.8,4.0
48138,8469,2.2,1.6
48139,94,0.0,0.0
48140,2672,2.9,1.6
48141,17835,12.3,12.5
48143,0,,
48144,7838,1.8,1.6
48145,2845,2.3,2.3
48146,28517,9.2,8.6
48150,21530,4.5,3.8
48152,26138,4.0,3.9
48154,31809,4.9,4.5
48157,1002,12.3,12.3
48158,6366,3.3,3.6
48159,2044,3.7,3.8
48160,10771,3.6,2.2
48161,21007,8.1,6.9
48162,22900,4.5,4.0
48164,6993,4.3,3.1
48165,5891,4.8,3.6
48166,9053,3.9,3.9
48167,17776,5.2,5.0
48168,17477,3.3,2.9
48169,17788,3.5,3.3
48170,32315,4.3,4.0
48173,10105,5.3,4.8
48174,24163,9.3,9.2
48176,18757,3.7,3.7
48177,140,16.7,18.3
48178,26639,3.0,2.7
48179,2969,4.6,4.3
48180,48967,8.8,8.2
48182,17645,2.5,2.3
48183,35138,4.9,4.5
48184,14322,7.1,6.5
48185,39797,5.1,4.7
48186,27510,6.8,6.6
48187,39111,5.2,4.6
48188,32359,4.2,3.9
48189,11635,4.6,4.1
48190,157,3.8,3.8
48191,3311,4.4,3.1
48192,20925,6.1,5.9
48193,12976,3.3,2.9
48195,24647,5.6,5.6
48197,56636,6.3,5.0
48198,30341,6.7,6.1
48201,13490,13.3,12.0
48202,14384,13.5,13.9
48203,18497,19.3,19.2
48204,18651,19.2,18.6
48205,25884,19.3,17.5
48206,12978,14.4,13.4
48207,18101,15.2,14.3
48208,7395,15.0,12.2
48209,22775,14.1,14.4
48210,20540,15.3,13.7
48211,4767,17.5,17.3
48212,27825,13.5,12.3
48213,18293,19.3,18.4
48214,17484,9.1,9.4
48215,9101,13.9,13.9
48216,4318,12.7,12.0
48217,5617,17.3,16.6
48218,6088,21.1,16.4
48219,38423,19.7,18.5
48220,20226,4.1,4.2
48221,33940,18.0,16.4
48223,18962,17.1,15.9
48224,30964,15.6,15.5
48225,11285,11.4,11.4
48226,6771,2.2,1.8
48227,31527,14.6,13.4
48228,40073,19.5,19.0
48229,7266,13.4,13.4
48230,13173,3.4,2.4
48233,0,,
48234,26399,29.3,28.7
48235,35884,18.5,17.2
48236,23502,3.7,3.9
48237,24233,6.6,6.0
48238,21271,23.7,22.4
48239,28226,7.7,6.5
48240,13920,9.7,9.2
48242,0,,
48243,0,,
48301,11469,4.2,3.6
48302,12884,3.7,3.3
48304,13346,3.3,3.5
48306,21312,3.0,2.6
48307,35270,4.1,3.3
48309,25009,3.2,2.9
48310,35650,4.3,3.7
48312,28070,3.1,3.0
48313,27719,3.9,3.1
48314,17281,5.1,4.8
48315,22760,4.1,4.4
48316,22353,3.3,3.1
48317,23433,6.9,6.7
48320,4107,5.7,5.6
48322,27036,4.7,4.7
48323,13696,4.4,4.4
48324,14687,4.0,4.0
48326,18763,6.9,6.2
48327,18590,5.7,5.0
48328,21391,6.8,6.3
48329,20199,3.2,3.4
48331,17694,2.7,2.5
48334,16178,5.3,4.6
48335,19894,3.7,3.2
48336,21227,4.2,4.1
48340,19232,12.6,12.6
48341,14428,11.2,11.2
48342,12131,16.7,14.8
48346,19111,5.0,4.7
48348,18940,6.6,4.4
48350,5831,7.1,5.0
48353,5384,5.6,5.3
48356,7130,3.3,2.7
48357,6748,4.6,4.1
48359,7377,5.4,4.4
48360,9602,2.8,2.1
48362,12966,4.6,3.9
48363,4961,3.7,2.8
48367,4003,8.2,7.1
48370,1519,1.9,1.1
48371,19223,4.7,4.7
48374,11937,2.3,2.4
48375,17812,2.9,2.5
48377,13370,1.9,1.5
48380,6290,3.4,2.2
48381,11026,2.4,2.7
48382,18535,3.3,2.8
48383,10617,4.7,4.6
48386,14586,4.6,4.4
48390,19593,4.2,3.7
48393,13424,3.6,3.4
48397,0,,
48401,1226,13.0,14.1
48411,96,0.0,0.0
48412,4176,4.9,4.5
48413,5720,3.3,3.1
48414,2101,4.8,4.9
48415,7654,3.9,3.4
48416,3839,7.8,7.5
48417,2185,8.2,5.9
48418,3166,6.0,5.5
48419,1915,6.4,6.8
48420,17994,7.1,6.7
48421,5429,8.6,7.5
48422,5346,6.8,5.9
48423,25744,5.0,4.8
48426,773,3.5,3.4
48427,2187,5.2,5.1
48428,4232,5.1,4.6
48429,7477,5.9,5.7
48430,29526,5.1,4.5
48432,545,1.8,2.0
48433,20723,5.1,4.6
48434,56,16.7,17.9
48435,1648,8.5,7.3
48436,2985,3.8,4.0
48437,557,8.2,9.4
48438,5577,5.6,4.2
48439,38300,4.0,3.1
48440,164,16.9,16.9
48441,3278,6.2,5.6
48442,16669,6.9,6.3
48444,7573,6.7,7.2
48445,965,5.4,3.6
48446,25619,7.2,6.8
48449,2326,4.5,4.2
48450,4161,7.0,8.1
48451,11215,5.1,5.1
48453,3976,7.0,6.9
48454,970,9.2,8.0
48455,6781,5.1,4.6
48456,608,3.3,2.6
48457,6583,6.0,5.9
48458,15059,16.4,15.2
48460,1840,4.4,4.8
48461,6228,5.7,5.0
48462,11005,4.7,3.9
48463,3724,5.9,5.6
48464,1794,5.8,5.6
48465,498,8.5,9.0
48466,1157,6.8,7.1
48467,1999,11.0,12.0
48468,967,9.3,10.0
48469,1157,4.7,4.9
48470,661,4.8,4.4
48471,4323,8.2,6.8
48472,1391,4.2,2.5
48473,17859,4.8,4.7
48475,2091,3.2,3.0
48476,401,2.0,0.8
48502,1122,19.4,9.4
48503,20580,15.8,15.2
48504,21249,18.1,17.2
48505,15932,29.3,27.7
48506,22796,15.8,15.6
48507,24739,14.1,13.5
48509,7235,8.1,7.6
48519,5835,4.9,4.8
48529,7857,13.7,13.3
48532,15820,10.8,11.5
48551,0,,
48553,0,,
48554,0,,
48601,27085,14.1,13.6
48602,23571,12.9,10.0
48603,22603,3.7,3.5
48604,10661,8.9,8.6
48607,1365,5.7,6.0
48609,10289,3.7,3.5
48610,2605,7.8,7.5
48611,5178,4.0,3.5
48612,7697,6.4,6.6
48613,859,5.6,6.2
48614,1148,12.4,11.5
48615,2263,3.5,3.2
48616,5911,6.0,4.9
48617,6668,6.5,6.6
48618,4167,4.1,4.1
48619,497,4.4,5.2
48621,954,2.9,3.4
48622,5287,8.5,7.0
48623,11166,2.9,2.5
48624,12757,8.4,8.9
48625,11046,12.8,11.5
48626,4829,2.9,1.5
48627,88,40.0,48.0
48628,1902,2.7,3.0
48629,6269,11.7,11.8
48630,37,,
48631,3431,3.4,3.5
48632,4351,11.7,11.6
48633,160,0.0,0.0
48634,3784,5.6,5.5
48635,1393,7.7,7.5
48636,641,4.6,4.8
48637,2476,5.7,5.9
48638,9906,6.4,6.2
48640,26780,7.4,6.8
48642,25823,4.7,4.6
48647,3572,15.7,13.1
48649,1120,4.8,5.3
48650,5993,8.4,8.1
48651,4273,9.8,11.3
48652,1354,2.3,2.1
48653,8742,9.9,8.2
48654,1777,12.4,11.0
48655,4735,4.7,5.0
48656,3514,14.8,15.4
48657,6797,7.0,6.3
48658,4036,7.2,6.1
48659,2152,9.0,8.8
48661,8751,7.0,6.6
48662,1342,7.0,6.6
48667,0,,
48701,1152,7.7,8.1
48703,2564,12.6,11.9
48705,476,13.3,14.0
48706,32297,6.1,5.7
48708,21180,9.4,8.0
48710,0,,
48720,826,9.3,10.4
48721,436,0.0,0.0
48722,2549,10.4,10.6
48723,9928,6.6,6.6
48724,484,0.0,0.0
48725,1878,5.5,6.5
48726,4723,6.1,5.7
48727,914,8.6,9.5
48728,225,4.1,5.3
48729,1170,4.1,2.5
48730,3950,8.4,7.2
48731,1285,9.3,8.1
48732,9400,9.0,9.6
48733,1436,4.2,4.0
48734,6192,1.8,1.8
48735,860,5.3,4.8
48737,1091,10.2,10.2
48738,1079,12.4,11.1
48739,3508,7.7,6.6
48740,1993,10.4,9.6
48741,1606,6.5,6.0
48742,1464,7.6,7.4
48743,85,100.0,100.0
48744,3533,6.4,4.5
48745,1109,6.6,5.6
48746,6622,4.4,4.1
48747,1138,3.2,3.1
48748,1561,9.7,11.3
48749,879,8.2,8.1
48750,7095,7.5,7.4
48754,785,6.0,5.8
48755,2523,4.0,3.0
48756,3655,8.3,8.2
48757,3032,4.8,4.9
48759,2752,4.9,4.8
48760,1091,5.2,2.9
48761,845,7.4,8.7
48762,985,9.4,9.3
